Judul,Gambar,Bahan,Langkah
Pisang Goreng Wijen,https://img-global.cpcdn.com/recipes/983e5f52ee6b8eb9/240x340cq50/pisang-goreng-wijen-foto-resep-utama.webp,"10 buah pisang kepok, potong sesuai selera; 1 sdm wijen putih; 5 sdm tepung terigu; 2 sdm margarin, cairkan; 2 sdm madu; Sejumput vanili & garam; secukupnya Air","1 Campurkan semua bahan kecuali pisang | 2 Aduk rata sampai tidak ada yang bergerindil. Adonan agak kental | 3 Tambahkan potongan pisang, aduk | 4 Goreng api sedang sampai kecokelatan"
Nasi Goreng Ikan Asin,https://img-global.cpcdn.com/recipes/0ea841359daa1f51/240x340cq50/nasi-goreng-ikan-asin-foto-resep-utama.webp,"500 gr nasi putih sisa kemarin (suhu ruang); 4 siung bawang putih (dirajang); 4 butir bawang merah (dirajang); 50 gr ikan asin; 1 btr telur; 3 buah cabe hijau keriting (dirajang); 1 buah cabe merah besar (dirajang); 2 buah cabe rawit (tambahan dr sy, dirajang); 1 sdm margarin; Secukupnya minyak goreng; Sesuai selera: garam, merica, kaldu jamur","1 Cuci ikan asin dng air mengalir, kemudian rendam dlm air panas selama 5-10 menit. Bilas dng air bersih 1-2x. Tiriskan. [Gambar: https://img-global.cpcdn.com/steps/1220f93b554d4c67/160x128cq70/nasi-goreng-ikan-asin-langkah-memasak-1-foto.jpg] | 2 Panaskan minyak dlm wajan, tumis bawang merah dan bawang putih sampai harum dan agak kering. Sisihkan. [Gambar: https://img-global.cpcdn.com/steps/14e0933859f05104/160x128cq70/nasi-goreng-ikan-asin-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/f8fea53730cf4c04/160x128cq70/nasi-goreng-ikan-asin-langkah-memasak-2-foto.jpg] | 3 Dng sisa minyak yg ada, tuang telur dan buat orak arik, sampai tekstur telur agak kering. Tuang irisan bawang yg sdh ditumis dan orak arik telur di atas nasi yg sdh disiapkan. [Gambar: https://img-global.cpcdn.com/steps/39f5599789f917e9/160x128cq70/nasi-goreng-ikan-asin-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/d847f6c0510737ab/160x128cq70/nasi-goreng-ikan-asin-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/b3b0be30d85e0967/160x128cq70/nasi-goreng-ikan-asin-langkah-memasak-3-foto.jpg] | 4 Panaskan wajan dng minyak secukupnya, goreng ikan asin sampai kering. Sisihkan dan potong2 kecil. Jgn lupa sisakan sebagian utk topping nanti. [Gambar: https://img-global.cpcdn.com/steps/e42c0b077f4de80c/160x128cq70/nasi-goreng-ikan-asin-langkah-memasak-4-foto.jpg, https://img-global.cpcdn.com/steps/372c52a42d3f2dea/160x128cq70/nasi-goreng-ikan-asin-langkah-memasak-4-foto.jpg] | 5 Panaskan wajan dan lelehkan margarin dng sedikit minyak goreng. Masukkan nasi putih, irisan cabe hijau dan cabe merah, tumisan bawang, dan ikan asin. Tambahkan merica, garam, kaldu jamur. Aduk rata dng api besar. [Gambar: https://img-global.cpcdn.com/steps/68854f1e2acdc0f3/160x128cq70/nasi-goreng-ikan-asin-langkah-memasak-5-foto.jpg, https://img-global.cpcdn.com/steps/3634ee4f5c72edce/160x128cq70/nasi-goreng-ikan-asin-langkah-memasak-5-foto.jpg, https://img-global.cpcdn.com/steps/3abc405cd81f4227/160x128cq70/nasi-goreng-ikan-asin-langkah-memasak-5-foto.jpg] | 6 Angkat dan sajikan dng topping potongan ikan asin, irisan tomat atau selada (sesuai selera). Enaakkkk 💖💖💖 (note: topping ikan asinnya yg banyak ya, biar lbh gurih) 👍 [Gambar: https://img-global.cpcdn.com/steps/ecc82cc5113eacac/160x128cq70/nasi-goreng-ikan-asin-langkah-memasak-6-foto.jpg, https://img-global.cpcdn.com/steps/1ce11517bdf306b0/160x128cq70/nasi-goreng-ikan-asin-langkah-memasak-6-foto.jpg]"
Capcay cah daging (acne clean diet food),https://img-global.cpcdn.com/recipes/02d79887e512f447/240x340cq50/capcay-cah-daging-acne-clean-diet-food-foto-resep-utama.webp,Utama; Daging; Sayur capcay (optional); 1 Bawang putih; 1/4 Bawang bombai; Bumbu; 2 sendok maizena; Saus tiram lee kum kee; Kaldu jamur; Sea salt; Kecap asin; Kecap manis,"1 Rendam brokoli di air garam dan cuci semua sayur yg digunakan. Iris daging jangan terlalu tipis (tipsnya iris pas setengah beku). Jika daging sudah basah campurkan maizena, sea salt secuil dn 1sendok saus tiram, diamkan. | 2 Rebus sayur 3mnt. Panggang daging pd teflon sampai kecoklatan,angkat. Kalau gaada teflon anti lengket bisa goreng pakai minyak 1 sendok. | 3 Tumis semua bawang pakai air. Tambahkan tiram 2 sendok, sea salt secuil, kaldu jamur 1/2sdt, kecap asin dan manis 1/2sdt dan air sesuai selera. Masukkan daging, tunggu sampai meresap (air akan mengental krn ada maizena) terakhir masukkan sayurnya. Aduk, cek rasa"
Nasi Tim Ayam Jamur,https://img-global.cpcdn.com/recipes/cc7d86b0e91d1e1b/240x340cq50/nasi-tim-ayam-jamur-foto-resep-utama.webp,"Bahan Topping Ayam Jamur ;; 3 sdm Minyak Sayur; 8 btr Bawang Merah (iris""); 5 btr Bawang Putih (iris""); 8 lbr Daun Jeruk; 500 gr Dada Ayam (potong dadu kecil); 8 bh Jamur Kancing (iris²); 4 sdm Kecap Manis; 2 sdm Saos Tiram; 500 ml Air; 1 sdm Minyak Wijen; 1/2 sdt garam; 1/2 sdt Kaldu Jamur; 1 sdm Gula Pasir; Bahan Nasi Tim (utk per porsi) ;; 200 gr Nasi Putih/nasi sisa semalam; 1/2 btr Telur Rebus; Bahan Kuah ;; 800 ml Air; 1 bks Kaldu Dashi; 1/4 sdm Garam; 1 sdt Kaldu Jamur; 1 btg Daun kucai, iris²","1 Panaskan minyak sayur, masukkan bawang merah & bawang putih tumis sampai harum. Masukkan daun jeruk, dada ayam & jamur kancing tumis lagi. [Gambar: //global-web-assets.cpcdn.com/assets/icons/button_play-114de81e44ebf74d6d50d473af3e1c021cdcc19e1075ff8f418706698785d5bb.png, https://img-global.cpcdn.com/steps/b3c85c33bcb4a071/160x128cq70/nasi-tim-ayam-jamur-langkah-memasak-1-foto.jpg] | 2 Masukkan kecap manis, saos tiram, air, minyak wijen, garam, kaldu jamur & gula aduk rata masak sampai air menyusut. Tes rasa. [Gambar: //global-web-assets.cpcdn.com/assets/icons/button_play-114de81e44ebf74d6d50d473af3e1c021cdcc19e1075ff8f418706698785d5bb.png, https://img-global.cpcdn.com/steps/0f49c046a129288e/160x128cq70/nasi-tim-ayam-jamur-langkah-memasak-2-foto.jpg] | 3 Membuat kuah ; masukkan semua bahan masak sampai mendidih matikan api. [Gambar: //global-web-assets.cpcdn.com/assets/icons/button_play-114de81e44ebf74d6d50d473af3e1c021cdcc19e1075ff8f418706698785d5bb.png, https://img-global.cpcdn.com/steps/7c0d273823b710ee/160x128cq70/nasi-tim-ayam-jamur-langkah-memasak-3-foto.jpg] | 4 Membuat nasi tim ; susun telur secara terbalik di mangkok tahan panas, masukkan ± 3 sdm ayam kecap tadi di sekeliling mangkok lalu tutup dengan nasi putih tekan² lalu beri 3 sdk sayur kuah di atas nasi. Kukus 30 menit dengan api sedang. [Gambar: //global-web-assets.cpcdn.com/assets/icons/button_play-114de81e44ebf74d6d50d473af3e1c021cdcc19e1075ff8f418706698785d5bb.png, https://img-global.cpcdn.com/steps/953c9b72ebff1385/160x128cq70/nasi-tim-ayam-jamur-langkah-memasak-4-foto.jpg, //global-web-assets.cpcdn.com/assets/icons/button_play-114de81e44ebf74d6d50d473af3e1c021cdcc19e1075ff8f418706698785d5bb.png, https://img-global.cpcdn.com/steps/91c2618e61ec5245/160x128cq70/nasi-tim-ayam-jamur-langkah-memasak-4-foto.jpg] | 5 Balikkan mangkok di atas piring saji. Nasi Tim Ayam Jamur siap disajikan. [Gambar: https://img-global.cpcdn.com/steps/d2f4b1d1e8632ea1/160x128cq70/nasi-tim-ayam-jamur-langkah-memasak-5-foto.jpg]"
Gembus Goreng (Eat Clean Version),https://img-global.cpcdn.com/recipes/7b5301fcb49cf01b/240x340cq50/gembus-goreng-eat-clean-version-foto-resep-utama.webp,10 buah gembus; 3 siung bawang putih; 1 sdt garam; 1 sdt ketumbar; 50 ml air; 5 sdm + secukupnya minyak goreng,"1 Kupas gembus dan kerat-kerat gembus di kedua sisinya. Jangan lupa untuk memproses plastik pembungkusnya ke dalam ecobrick ya. [Gambar: https://img-global.cpcdn.com/steps/6c551ae266327ea8/160x128cq70/gembus-goreng-eat-clean-version-langkah-memasak-1-foto.jpg] | 2 Blender bawang putih bersama dengan garam, ketumbar, dan air. Tes rasa. [Gambar: https://img-global.cpcdn.com/steps/8d4d54ca877c115f/160x128cq70/gembus-goreng-eat-clean-version-langkah-memasak-2-foto.jpg] | 3 Bumbui gembus dengan bumbu halus (no.2). Ratakan. Diamkan selama minimal 15 menit agar bumbu meresap. [Gambar: https://img-global.cpcdn.com/steps/d539167808169cf2/160x128cq70/gembus-goreng-eat-clean-version-langkah-memasak-3-foto.jpg] | 4 Metode 1: oles bagian dasar air fryer dengan sedikit minyak agar tidak lengket. Tata gembus di dalam air fryer. Oles bagian atas gembus dengan sedikit minyak. Goreng dengan suhu 200°C selama 5 menit. Balik, lanjutkan menggoreng selama 5 menit. Keluarkan gembus dari air fryer dan sajikan. (Saya: tambahkan 5 menit pada awal penggorengan untuk memanaskan air fryer) [Gambar: https://img-global.cpcdn.com/steps/d75c01f90f49c1ec/160x128cq70/gembus-goreng-eat-clean-version-langkah-memasak-4-foto.jpg, https://img-global.cpcdn.com/steps/009ceb9cb542e1e6/160x128cq70/gembus-goreng-eat-clean-version-langkah-memasak-4-foto.jpg] | 5 Metode 2: panaskan 5 sdm minyak goreng. Goreng gembus dengan api sedang cenderung kecil hingga bagian bawah kecokelatan. Balik, goreng kembali hingga matang. Gembus saya terlalu tebal, jadi bagian pinggirnya masih ada yang berwarna keputihan. Jadi, saya lanjutkan proses menggoreng keempat sisinya. Berdirikan gembus di salah satu sisi, goreng hingga kecokelatan. Lakukan untuk semua sisi. Sajikan. [Gambar: https://img-global.cpcdn.com/steps/0c4abdef7513f2b1/160x128cq70/gembus-goreng-eat-clean-version-langkah-memasak-5-foto.jpg, https://img-global.cpcdn.com/steps/09d5fc1e838c1990/160x128cq70/gembus-goreng-eat-clean-version-langkah-memasak-5-foto.jpg, https://img-global.cpcdn.com/steps/dae8c3ce7ca9f184/160x128cq70/gembus-goreng-eat-clean-version-langkah-memasak-5-foto.jpg] | 6 Hasil metode 1 di sebelah kiri dan metode 2 di sebelah kanan. [Gambar: https://img-global.cpcdn.com/steps/06d69a51138a4b45/160x128cq70/gembus-goreng-eat-clean-version-langkah-memasak-6-foto.jpg]"
Nasi Goreng Simple,https://img-global.cpcdn.com/recipes/3246b0a643fd1dc7/240x340cq50/nasi-goreng-simple-foto-resep-utama.webp,3 piring Nasi; 10 siung bawang merah; 3 siung bawang putih; 1 butir telur; 1 sdm garam; 1 sdm kaldu bubuk; 3 sdm kecap manis,"1 Siapkan bahan [Gambar: https://img-global.cpcdn.com/steps/3aec73d60646e302/160x128cq70/nasi-goreng-simple-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/d06b7a7c733c701e/160x128cq70/nasi-goreng-simple-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/f725d0902608b99d/160x128cq70/nasi-goreng-simple-langkah-memasak-1-foto.jpg] | 2 Panaskan minyak, goreng bawang merah dan bawang putih hingga harum [Gambar: https://img-global.cpcdn.com/steps/d665a9bd3a4f7408/160x128cq70/nasi-goreng-simple-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/38fc5dee6e1e9d1d/160x128cq70/nasi-goreng-simple-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/f43140ff0743d6ba/160x128cq70/nasi-goreng-simple-langkah-memasak-2-foto.jpg] | 3 Masukkan 1 butir aduk rata, lalu masukkan nasi aduk rata [Gambar: https://img-global.cpcdn.com/steps/96770ee6e3736b4e/160x128cq70/nasi-goreng-simple-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/c0445b377740933b/160x128cq70/nasi-goreng-simple-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/05d7d530f334bccb/160x128cq70/nasi-goreng-simple-langkah-memasak-3-foto.jpg] | 4 Tambahkan garam aduk rata, tambahkan kecap manis aduk rata, tambahkan kaldu bubuk aduk rata, masak nasi goreng hingga matang. [Gambar: https://img-global.cpcdn.com/steps/773fd367efaea17b/160x128cq70/nasi-goreng-simple-langkah-memasak-4-foto.jpg, https://img-global.cpcdn.com/steps/1ae67634a90e97f7/160x128cq70/nasi-goreng-simple-langkah-memasak-4-foto.jpg, https://img-global.cpcdn.com/steps/1ddb42e76b5a4f3f/160x128cq70/nasi-goreng-simple-langkah-memasak-4-foto.jpg] | 5 Sajikan [Gambar: https://img-global.cpcdn.com/steps/b20bd54d73b639c2/160x128cq70/nasi-goreng-simple-langkah-memasak-5-foto.jpg]"
Tumis pare tidak pahit sama sekali (menu eating clean),https://img-global.cpcdn.com/recipes/0d25a7975a21c6d8/240x340cq50/tumis-pare-tidak-pahit-sama-sekali-menu-eating-clean-foto-resep-utama.webp,2 buah pare ukuran sedang; 2 genggam ebi; 4 siung bawang merah; 3 siung bawang putih; sesuai selera cabe rawit; kaldu bubuk jamur totole; secukupnya sea salt dan gula,"1 Cuci bersih pare, buang bagian tengahnya (bijinya) lalu potong tipis2 | 2 Siapkan air rendaman. beri 3sdm garam, aduk rata. masukkan pare..rendam minimal 1 jam | 3 Siapkan wajan, masukkan olive oil untuk menumis bawang merah dan bawang putih. setelah harum, masukkan cabe dan ebi. | 4 Buang air rendaman pare, bilas 1x dengan air bersih, masukkan pare kedalam wajan (tanpa air) | 5 Tumis hingga warna pare berubah agak layu, tambahkan sea salt, kaldu jamur dan gula secukupnya | 6 Selesai...untuk yg wuka tekstur agak cruchy kres kres gt sebentar saja menumisnya pokok pare agak layu. selamat mencoba..."
Clean Eating - Simple Salad with Poached Egg,https://img-global.cpcdn.com/recipes/7ca8046ce57d0101/240x340cq50/clean-eating-simple-salad-with-poached-egg-foto-resep-utama.webp,"1 kepala lettuce / selada jenis lainnya, cuci + tiriskan; 1 bh tomat, potong - potong; Garlic powder; Dry basil / italian herbs; Garam (saya pakai himalaya pink salt); Black pepper; Bahan Dressing; 3 sdm extra virgin olive oil; 1 sdm air perasan lemon; Garam; Sedikit gula / madu; Black pepper; Bahan Crouton; 1 lembar roti tawar gandum; Sedikit butter untuk olesan (saya skip); Sedikit garlic powder untuk taburan (saya skip); Bahan Poached Egg; 1 telur ayam segar (kalau bisa yang belum pernah masuk kulkas); Garam; Black pepper","1 Crouton : Campur sedikit butter / margarin dengan garlic powder, aduk rata. Oleskan di atas roti dan potong dadu. Panggang potongan - potongan roti dalam oven dengan suhu 180 derajat selama kurang lebih 15mnt hingga potongan roti menjadi renyah. Sisihkan. Skip olesan bila ingin mengurangi jumlah kalori. Crouton bisa dibuat dalam jumlah besar dan tahan lama jika disimpan dengan benar. | 2 Sobek - sobek selada yang telah dicuci dan ditiriskan. Tata di piring. | 3 Tumis tomat dengan sedikit minyak asal layu saja (kata para ahli tomat lebih bagus dimakan dalam kondisi sudah dimasak). Taburi dengan garlic powder, basil / italian herbs, garam, dan black pepper. Tata di piring bersama selada. | 4 Dressing : campur semua bahan dressing di mangkuk. Aduk rata. Tuangkan dressing di atas selada dan tomat, lalu taburi dengan crouton. | 5 Poached Egg : panaskan air dalam panci hingga hampir mendidih (jangan sampai air bergolak karena telur akan mudah ""pecah""). Pecahkan telur dan masukkan ke dalam mangkuk kecil. Kecilkan api. Masukkan telur ke dalam air secara perlahan. Masak selama 3 mnt. Angkat dengan sendok saring dengan hati - hati. Letakkan di atas salad. Taburi telur dengan garam dan merica. | 6 Tips : pastikan telur yang anda pakai adalah telur segar. Poached egg sering gagal karena kualitas telur kurang baik."
Bubur Ayam Kuah Kuning,https://img-global.cpcdn.com/recipes/51392ae798fe4ffe/240x340cq50/bubur-ayam-kuah-kuning-foto-resep-utama.webp,Bahan Bubur; 1 piring nasi; 2 lembar daun salam; 1 sdm garam; Secukupnya air; Bahan kuah kuning:; 1/2 ekor ayam; 1 sereh; 2 lembar daun salam; 2 lembar daun jeruk; 1 sdt garam; 1/4 sdt penyedap; 1/4 sdt merica bubuk; 1 sdt gula; 1 batang daun bawang; 1200 ml air; 30 ml minyak goreng; Bumbu kuah kuning; 3 siung bawang merah; 2 siung bawang putih; 1 ruas kunyit; 1 ruas jahe; 2 butir kemiri; Pelengkap; Ayam goreng; Kerupuk; Seledri; Bawang goreng,"1 Siapkan bahan-bahan yang akan digunakan. [Gambar: https://img-global.cpcdn.com/steps/7c65156f6973a294/160x128cq70/bubur-ayam-kuah-kuning-langkah-memasak-1-foto.jpg] | 2 Masukkan nasi dalam panci anti lengket, tambahkan air cukup banyak, daun salam, dan garam, masak hingga menjadi bubur. [Gambar: https://img-global.cpcdn.com/steps/809c010dd0bba24b/160x128cq70/bubur-ayam-kuah-kuning-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/8fa1303936217acb/160x128cq70/bubur-ayam-kuah-kuning-langkah-memasak-2-foto.jpg] | 3 Siapkan bahan-bahan bumbu kuah kuning, lalu haluskan dengan blender. [Gambar: https://img-global.cpcdn.com/steps/b2a9f63b806bf8a8/160x128cq70/bubur-ayam-kuah-kuning-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/a657b1747fd19d2c/160x128cq70/bubur-ayam-kuah-kuning-langkah-memasak-3-foto.jpg] | 4 Panaskan minyak goreng, tumis bumbu, tambahkan daun salam, daun jeruk,dan sereh. Tumis hingga matang dan harum lalu tambahkan air. [Gambar: https://img-global.cpcdn.com/steps/6e94c47d02c7767b/160x128cq70/bubur-ayam-kuah-kuning-langkah-memasak-4-foto.jpg, https://img-global.cpcdn.com/steps/a3f4d8db8272727c/160x128cq70/bubur-ayam-kuah-kuning-langkah-memasak-4-foto.jpg] | 5 Masukkan ayam, tambahkan garam dan penyedap, lalu masak hingga ayam matang. [Gambar: https://img-global.cpcdn.com/steps/2357d11f843ff7b0/160x128cq70/bubur-ayam-kuah-kuning-langkah-memasak-5-foto.jpg, https://img-global.cpcdn.com/steps/feda07ff946bc566/160x128cq70/bubur-ayam-kuah-kuning-langkah-memasak-5-foto.jpg] | 6 Gorengan ayam hingga kecokelatan, lalu suir-suir ayam. [Gambar: https://img-global.cpcdn.com/steps/58ea962815628c43/160x128cq70/bubur-ayam-kuah-kuning-langkah-memasak-6-foto.jpg, https://img-global.cpcdn.com/steps/de7c3690da656cdd/160x128cq70/bubur-ayam-kuah-kuning-langkah-memasak-6-foto.jpg] | 7 Rebus kuah kuning, tambahkan gula dan merica bubuk, koreksi rasa. Bila telah mendidih tambahkan potongan daun bawang. [Gambar: https://img-global.cpcdn.com/steps/bca0916223eb11c0/160x128cq70/bubur-ayam-kuah-kuning-langkah-memasak-7-foto.jpg] | 8 Sajikan bubur dengan bahan pelengkap dan kuah kuning. [Gambar: https://img-global.cpcdn.com/steps/781ac1bb45753cce/160x128cq70/bubur-ayam-kuah-kuning-langkah-memasak-8-foto.jpg]"
"Potato grill mix herbs and fried egg (eat clean, menu diet)",https://img-global.cpcdn.com/recipes/c00813c3076c25dc/240x340cq50/potato-grill-mix-herbs-and-fried-egg-eat-clean-menu-diet-foto-resep-utama.webp,"1 buah kentang ukuran besar, potong2; 1 butir telur; 1 buah tomat; 1 sdm olive oil; 1 sdt mix herbs; Sejumput merica; Sejumput garam; 1 wortel ukuran sedang, potong2 panjang; 6 buah buncis, belah 2; secukupnya Air","1 Rendam/marinate kentang dg merica+mix herbs+garam+olive oil. | 2 Panaskan teflon dg api kecil, lalu masukkan kentang yg sudah di marinate. Masak dg low heat(api kecil) agar kentang matang sampai d dalam. Biar panasnya merata, saat masak, tutup teflon dg tutup wajan ya.. | 3 Sambil nunggu kentang, rebus buncis dan wortel tanpa garam ya.. setelah matang (sy lbh suka setengah matang, biar msh crunchy) angkat dn taruh di piring. | 4 Kembali lg ke kentang, mgkn sekitar 20 menit setelah grill kentang, pinggir2 kan kentang, lalu masukkan tomat, tabur sedikit mix herbs diatasnya. Tunggu sampai setengah matang, lalu angkat tomatnya saja, taruh di pinggir piring. | 5 Tes tusuk kentang, kl dirasa kentang udah hampir matang, pinggirkan kentang, masukkan telur. Tunggu sampai matang, lalu angkat. Bon apetite!"
Clean Eating - Mie Goreng Shirataki,https://img-global.cpcdn.com/recipes/1e18455bfd460d5a/240x340cq50/clean-eating-mie-goreng-shirataki-foto-resep-utama.webp,1 bungkus mie shirataki basah; Sedikit udang kupas; Sedikit bakso salmon (bisa diskip); 1 butir telur; 2 siung bawang putih; 3 siung bawang merah; Sedikit daun bawang untuk taburan; 1 sdm Bragg Liquid Aminos; 1 sdm minyak kelapa untuk menumis; Merica,"1 Tiriskan mie shirataki dan cuci dengan air garam untuk menghilangkan bau yang tersisa. Tiriskan. Masukkan mie ke dalam wajan anti lengket dan biarkan sebentar sambil diaduk supaya sisa - sisa air bisa menguap. Sisihkan | 2 Dadar telur dengan sedikit minyak sambil diaduk - aduk hingga telur matang. Sisihkan. | 3 Tumis bawang putih dan merah hingga harum. Masukkan udang dan bakso salmon. Aduk rata. | 4 Masukkan mie shirataki, merica dan liquid aminos. Aduk hingga rata (rada susah karena mie shirataki cenderung menggumpal). | 5 Terakhir tambahkan telur dan daun bawang. Aduk rata dan hidangkan. | 6 B"
Clean food / healty food ika kasmiri bag.1,https://img-global.cpcdn.com/recipes/3c4a14d4953d7757/240x340cq50/clean-food-healty-food-ika-kasmiri-bag1-foto-resep-utama.webp,200 gr Dada ayam tanpa kulit; 200 gr Broccoli; 100 gr Zucchini serut tipis2; 200 gr Nanas; 3 buah Tomat cherry; 3 buah kentang mini rebus/ kukus; Bumbu; 2 buah bawang putih; 1/2 sendok teh Lada hitam; 1/2 semdok teh wijen; 1 sendok makan olive oil,"1 Geprek cincang/ press bawang putih, tumis pakai olive oil sampai harum | 2 Masukan brocoli, zucchini serut, ayam, garam, sedikit penyedap, dan air 50ml, api sedang, aduk tutup hingga sayuran matang sesuai selera, terakhir masukan nanas aduk tutup lagi. Angkat | 3 Sajikan dengan kentang mini 3biji dan tomat cherry, taburi eijen dan lada hitam sesuai selera. [Gambar: https://img-global.cpcdn.com/steps/e3f8fadd079c0981/160x128cq70/clean-food-healty-food-ika-kasmiri-bag1-langkah-memasak-3-foto.jpg]"
Clean Eating - Simple Egg Sandwich,https://img-global.cpcdn.com/recipes/7772e838edd36896/240x340cq50/clean-eating-simple-egg-sandwich-foto-resep-utama.webp,"3 lembar roti tawar gandum; 1 bh tomat, cincang; 1 btr telur omega; Beberapa helai daun lettuce, cuci + tiriskan; 1 lembar keju cheddar light (saya skip); 1/2 sdm saus cabai; Garam; Merica; Sedikit minyak untuk menumis; Plastik cling wrap untuk membungkus (optional)",1 Kocok telur dan bumbui sesuai selera. Panaskan sedikit minyak di wajan teflon. Masak telur hingga matang dengan api kecil (boleh dibikin versi omelet atau scramble) | 2 Olesi 1 lembar roti tawar dengan saus cabai. Letakkan lettuce dan potongan tomat di atasnya. Letakkan 1 lembar roti tawar dan letakkan keju dan telur di atasnya. Taburi telur dengan sedikit black pepper. Tutup dengan lembar roti terakhir. | 3 Ambil plastik cling wrap. Bungkus sandwich dengan plastik berulang - ulang (kurleb 3x) hingga sandwich tampak padat. Potong sandwich secara horizontal di tengah.
"Perkedel kentang telur bayam
Irit telur (menu eat clean #2)",https://img-global.cpcdn.com/recipes/dda5a7cc997ef589/240x340cq50/perkedel-kentang-telur-bayam-irit-telur-menu-eat-clean-2-foto-resep-utama.webp,"1 bh kentang; 3 buah tahu putih; 40 gr ayam fillet rebus; 1 genggam bayam; Daun bawang; Bahan bumbu :; 2 bh bawang putih, goreng; 1 sdm ketumbar; 1/2 sdt lada bubuk; Penyedap jamur merang; Bahan lain :; 1 butir telur; Tepung panir halus, untuk balutan","1 Goreng kentang. Lalu ulek bersama tahu kukus, ayam. Masukan bawang putih goreng. Ulek kembali. | 2 Campur dengan irisan bayam rebus. Masukan bahan bumbu lain. Kocok 1 butir telur. Bagi 2 bagian. Yang satu untuk bahan celupan, satu bagian lain untuk bahan campuran adonan. | 3 Kocok 1 butir telur. Bagi 2 bagian. Yang satu untuk bahan celupan, satu bagian lain untuk bahan campuran adonan. | 4 Masukan setengah bagian telur untuk campuran adonan kentang. Lalu aduk. | 5 Masukan kulkas atas 5 menit agar set dan kokoh. Goreng sebentar saja dalam api cenderung kecil karena mudah matang. [Gambar: https://img-global.cpcdn.com/steps/c77daf960591be3e/160x128cq70/perkedel-kentang-telur-bayam-irit-telur-menu-eat-clean-2-langkah-memasak-5-foto.jpg]"
Omelette sehat ala restoran hotel (Eat clean),https://img-global.cpcdn.com/recipes/141217762d9c71c9/240x340cq50/omelette-sehat-ala-restoran-hotel-eat-clean-foto-resep-utama.webp,"3 butir telur(saya cuma pakai 2 kuning telur saja); 1 buah bawang bombay ukuran kecil, kalau besar bsa pakai setengah, potong2; 1 buah tomat, potong2; 1 buah daun bawang, potong2; secukupnya Garam, merica, kaldu jamur(totole); 2 sdm olive oil","1 Kocok telur di mangkok, campur semua bahan2 kecuali bawang bombay(karena akan ditumis dulu, krn apabila bawang bombay d tumis, rasanya akan manis yg bsa menambah cita rasa pada masakkan) [Gambar: https://img-global.cpcdn.com/steps/5fdd93b212095b18/160x128cq70/omelette-sehat-ala-restoran-hotel-eat-clean-langkah-memasak-1-foto.jpg] | 2 [Gambar: https://img-global.cpcdn.com/steps/295411136bab2794/160x128cq70/omelette-sehat-ala-restoran-hotel-eat-clean-langkah-memasak-2-foto.jpg] | 3 Siapkan wajan, masukkan olive oil, lebih baik menggunakan low heat, agar tidak terlalu panas, krn bsa merusak lemak baik d olive oil, masukkan bawang bombay, tumis2 sampai wangi [Gambar: https://img-global.cpcdn.com/steps/ea26ade0e9de7112/160x128cq70/omelette-sehat-ala-restoran-hotel-eat-clean-langkah-memasak-3-foto.jpg] | 4 [Gambar: https://img-global.cpcdn.com/steps/6e2c64bc595d4ef8/160x128cq70/omelette-sehat-ala-restoran-hotel-eat-clean-langkah-memasak-4-foto.jpg] | 5 Masukkan telur, aduk2 seperti mengocok, kemudian sisihkan ke pinggir, biarkam sampai agak matang. [Gambar: https://img-global.cpcdn.com/steps/3a9680c4aa1093d1/160x128cq70/omelette-sehat-ala-restoran-hotel-eat-clean-langkah-memasak-5-foto.jpg] | 6 Setelah matang 1 sisi, balik perlahan dn tunggu sampai matang. Setelah matang, siap d sajikan. Bon apetite!"
