Judul,Gambar,Bahan,Langkah
Shakshuka (olahan telur dari Afrika Utara),https://img-global.cpcdn.com/recipes/9a706f5a8c62e6ab/240x340cq50/shakshuka-olahan-telur-dari-afrika-utara-foto-resep-utama.webp,"2 butir telur ayam; 125 gr tomat; 1 sachet kecil saos tomat uk. 9gr; 1/2 butir bawang bombay, cincang kasar; 1 siung bawang putih cincang kasar; Secukupnya gula, garam, lada bubuk; Secukupnya jinten; Secukupnya daun seledri, keju parut; Secukupnya margarin","1 Uleg tomat dengan jinten atau bisa juga di blender. Sisihkan | 2 Tumis bawang bombay dan bawang putih dengan margarin sampai harum. Masukkan tomat masak sampai air sedikit susut. | 3 Masukkan saos tomat dan bumbu lain. Tes rasa. Buat lubang di tengah2 tomat trus ceplok telur di atasnya. Lakukan lagi di sisi yang lain. | 4 Masak sampai telur matang. Kalo mau setengah matang masak 7 menit, kalo mau matang sempurna sekitar 10 menit pakai api kecil ya biar nggak gosong. Kalo mau kuning telur matang sempurna sebaiknya tutup teflon. | 5 Setelah matang taburi dengan irisan seledri dan keju parut. Bisa disantap dengan roti atau nasi hangat. Bisa untuk sarapan atau bekal anak sekolah. Selamat mencoba 😍"
Mie Dok-Dok ala Fitmee (Diet Friendly Meal),https://img-global.cpcdn.com/recipes/bb240483035b2169/240x340cq50/mie-dok-dok-ala-fitmee-diet-friendly-meal-foto-resep-utama.webp,1 bungkus Fitmee rasa soto; 1/2 buah wortel; 1/4 buah kubis; 1/2 buah sawi hijau; 2 buah bakso sapi; 1 butir telur; 400 ml air mineral,"1 Cuci dan bersihkan semua bahan segar | 2 Siapkan air untuk merebus mie, tunggu hingga mendidih | 3 Sambil menunggu air mendidih, potong wortel, kubis, sawi, dan bakso sesuai selera | 4 Masukkan mie ke dalam air yang sudah mendidih, rebus selama 5 menit | 5 Sambil menunggu mie, pecahkan telur ke dalam mangkuk kemudian kocok lepas | 6 Tiriskan mie yang sudah direbus ke dalam mangkuk saji, kemudian campur dengan minyak yang disediakan dalam kemasan Fitmee | 7 Selanjutnya untuk kuah, rebus air matang sebanyak 400 ml sampai mendidih | 8 Masukkan bakso, wortel, kubis, sawi serta sayuran kering Fitmee dalam air mendidih, masak sekitar 1-2 menit hingga kembali mendidih | 9 Masukkan telur yang sudah disiapkan tadi ke dalam kuah, diamkan dan tutup sampai semua bahan matang (kurang lebih 1-2 menit) | 10 Matikan api, kemudian masukkan bumbu ke dalam kuah dan aduk sampai tercampur rata | 11 Tuangkan kuah ke atas mie, kemudian taburkan bawang goreng Fitmee | 12 Selesai, selamat mencoba [Gambar: https://img-global.cpcdn.com/steps/ca5ceef3e295bc5a/160x128cq70/mie-dok-dok-ala-fitmee-diet-friendly-meal-langkah-memasak-12-foto.jpg]"
Tumis Ayam Pokcoy,https://img-global.cpcdn.com/recipes/8c4348f202873fcf/240x340cq50/tumis-ayam-pokcoy-foto-resep-utama.webp,200 gr ayam; 2 bungkul pokcoy; 5 tahu kulit; 4 bawang merah; 2 bawang putih; 2 cabe merah; 1/2 sdt garam; 1/2 sdt lada bubuk; 1/2 kaldu blok; 2 sdm kecap manis; 300 ml air,"1 Siapkan bahan. Cuci bersih ayam, potong potong dadu. Sisihkan. Cuci bersih dan iris iris pokcoy dan tahu kulit. Lalu cincang bawang merah, bawang putih, cabe merah keriting. Sisihkan. [Gambar: https://img-global.cpcdn.com/steps/a0fe5329a1f485da/160x128cq70/tumis-ayam-pokcoy-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/64538352aed0c881/160x128cq70/tumis-ayam-pokcoy-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/c49afe70d0d5ff6c/160x128cq70/tumis-ayam-pokcoy-langkah-memasak-1-foto.jpg] | 2 Panaskan minyak. Tumis duo bawang hingga layu dan harum. Masukkan cabe, tumis sebentar. Tambahkan minyak lalu masukkan daging ayam. Aduk rata dan tunggu hingga ayam setengah matang dan berubah warna. [Gambar: https://img-global.cpcdn.com/steps/dafb623f22936a77/160x128cq70/tumis-ayam-pokcoy-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/154e7c50815c240b/160x128cq70/tumis-ayam-pokcoy-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/169e7562dc032e70/160x128cq70/tumis-ayam-pokcoy-langkah-memasak-2-foto.jpg] | 3 Masukkan tahu, aduk sebentar lalu tambahkan air. Tunggu hingga mendidih. Bubuhkan garam, gula, lada bubuk, kaldu blok dan kecap manis. Koreksi rasa. Terakhir masukkan pokcoy, aduk sebentar langsung angkat. Sajikan. Selamat mencoba. [Gambar: https://img-global.cpcdn.com/steps/a89b8522f2a8c8c8/160x128cq70/tumis-ayam-pokcoy-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/9bf7196c56cad5e8/160x128cq70/tumis-ayam-pokcoy-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/b241de6c558d6f0c/160x128cq70/tumis-ayam-pokcoy-langkah-memasak-3-foto.jpg]"
Sambal Ijo Terong Ungu Tahu Singkong untuk Diet,https://img-global.cpcdn.com/recipes/14e45099e5172cf7/240x340cq50/sambal-ijo-terong-ungu-tahu-singkong-untuk-diet-foto-resep-utama.webp,Sambal ijo; 10 cabai hijau besar; 15 cabai rawit hijau kecil; 5 siung bawang merah; 2 siung bawang putih; 4 buah tomat hijau; 1/2 sdt garam; 1/2 sdt penyedap rasa; 1/4 sdt gula pasir; 3 sdm minyak goreng; Pendamping; 2 ikat Daun singkong; 1 buah terong ungu; 1/4 buah tahu cina; secukupnya Garam; 1 sdm minyak goreng,1 Cuci bersih bahan sambal ijo. [Gambar: https://img-global.cpcdn.com/steps/916f0f9893f1f236/160x128cq70/sambal-ijo-terong-ungu-tahu-singkong-untuk-diet-langkah-memasak-1-foto.jpg] | 2 Rebus hingga setengah matang. [Gambar: https://img-global.cpcdn.com/steps/f9fad6c2065e9ae9/160x128cq70/sambal-ijo-terong-ungu-tahu-singkong-untuk-diet-langkah-memasak-2-foto.jpg] | 3 Blender tapi jangan terlalu halus. [Gambar: https://img-global.cpcdn.com/steps/6996b4032c03df80/160x128cq70/sambal-ijo-terong-ungu-tahu-singkong-untuk-diet-langkah-memasak-3-foto.jpg] | 4 Tumis dengan sedikit minyak. [Gambar: https://img-global.cpcdn.com/steps/3b8983bf8eea3ba3/160x128cq70/sambal-ijo-terong-ungu-tahu-singkong-untuk-diet-langkah-memasak-4-foto.jpg] | 5 Tambahkan garam dan penyedap rasa. Masak hingga air agak menyusut tapi tidak usah sampai kering total. Sisihkan dan biarkan jadi suhu ruang. [Gambar: https://img-global.cpcdn.com/steps/4775f585030f2d7b/160x128cq70/sambal-ijo-terong-ungu-tahu-singkong-untuk-diet-langkah-memasak-5-foto.jpg] | 6 Ambil daun singkong yang muda. Rebus dengan garam secukupnya. Rebus hingga daun menjadi empuk lalu tiriskan. [Gambar: https://img-global.cpcdn.com/steps/013c7355905921ae/160x128cq70/sambal-ijo-terong-ungu-tahu-singkong-untuk-diet-langkah-memasak-6-foto.jpg] | 7 Rendam potongan terong dan tahu di air garam. [Gambar: https://img-global.cpcdn.com/steps/8f12c2dc088f97be/160x128cq70/sambal-ijo-terong-ungu-tahu-singkong-untuk-diet-langkah-memasak-7-foto.jpg] | 8 Panggang terong di teflon hingga matang. [Gambar: https://img-global.cpcdn.com/steps/ca1cb2ac39d43781/160x128cq70/sambal-ijo-terong-ungu-tahu-singkong-untuk-diet-langkah-memasak-8-foto.jpg] | 9 Panggang tahu dengan sedikit minyak agar tidak lengket hingga matang. [Gambar: https://img-global.cpcdn.com/steps/ef58326fb68d6a17/160x128cq70/sambal-ijo-terong-ungu-tahu-singkong-untuk-diet-langkah-memasak-9-foto.jpg] | 10 Sajikan sambal ijo dengan pendampingnya. [Gambar: https://img-global.cpcdn.com/steps/203d0aa3bac983bd/160x128cq70/sambal-ijo-terong-ungu-tahu-singkong-untuk-diet-langkah-memasak-10-foto.jpg]
Soto ceker ayam untuk diet karbo,https://img-global.cpcdn.com/recipes/b77bb1ac1a7c6ce2/240x340cq50/soto-ceker-ayam-untuk-diet-karbo-foto-resep-utama.webp,1/4 ekor ayam; 4 bj ceker ayam; 2 buah wortel; 1/4 buah kol; 4 butir telor rebus; secukupnya Daun seledri; Bumbu halus:; 4 bj bawang merah; 2 bj bawang putih yg agak besar ya; 3 bj kemiri; 1 ruas kunyit; 1/2 ruas jahe; 1 sdm garam; 1 sdm kaldu jamur / kaldu ayam; Bumbu pelengkap:; 2 btg serai memarkan; 1 ruas lengkuas memarkan; 4 lmbr daun jeruk; 2 btg daun bawang; Pelengkap:; Jeruk nipis; Sambal; Bawang goreng; Bumbu untuk sambal:; 2 bj tomat; 15-20 bj cabe rawit; 2 lembar daun jeruk; 1/4 sdm garam; 1/4 sdm kaldu jamur / penyedap rasa; 1/2 sdm gula saya skip,"1 Cuci bersih ayam & cekernya rebus dengan½ L air.. | 2 Tumis bumbu halus sampai harum masukan bumbu pelengkap masak sampai harum & masak, tuangkan bumbu yg telah masak ke panci rebusan ayam & ceker rebus sampai ayam masak, angkat daging ayam Di suir trus sisih kan. | 3 Kupas wortel potong memanjang atau sesuka anda | 4 Kukus ayam suir beserta wortel | 5 Kol di iris tipis | 6 Seledri di iris tipis | 7 Setelah kuah matang & mengeluarkan banyak kaldu & aroma wangi kemana² matikan apinya.. | 8 Masukan irisan kol, wortel, suir ayam, telor rebus,daun seledri,bawang goreng, siram kuah soto, tinggal kasih jeruk nipis & sambal sudah siap d sajikan... Selamat mencoba!!!"
Mashed potatoes (rendah kalori),https://img-global.cpcdn.com/recipes/4e5c6a7726d09a2b/240x340cq50/mashed-potatoes-rendah-kalori-foto-resep-utama.webp,5 rosset potatoes / kentang biasa ukuran sedang (500-600 gram); 1/2 sdm unsalted butter / mentega tawar; 40 ml cooking cream (resep normal 125ml); Garam secukup nya; secukupnya Lada; Parsley cincang (optional / boleh skip),"1 Cuci bersih kentang dan kukus sampai empuk (kurang lebih 20 menitan) angkat dan lupa kulitnya [Gambar: https://img-global.cpcdn.com/steps/84ec293d53a39d4d/160x128cq70/mashed-potatoes-rendah-kalori-langkah-memasak-1-foto.jpg] | 2 Tumbuk bersama mentega sampai benar2 halus laku masukan cooking cream, lada dan garam saat masih hangat [Gambar: https://img-global.cpcdn.com/steps/fadf63f302c87fd8/160x128cq70/mashed-potatoes-rendah-kalori-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/26ab53b11e61b432/160x128cq70/mashed-potatoes-rendah-kalori-langkah-memasak-2-foto.jpg] | 3 Aduk terus sampai semua tercampur rata dan siap disantap taburi dengan parsley cincang [Gambar: https://img-global.cpcdn.com/steps/cefaa4347553e11f/160x128cq70/mashed-potatoes-rendah-kalori-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/4ad2e01dbb951ad6/160x128cq70/mashed-potatoes-rendah-kalori-langkah-memasak-3-foto.jpg]"
Ayam Goreng Kalasan,https://img-global.cpcdn.com/recipes/ad778c1d0a41df60/240x340cq50/ayam-goreng-kalasan-foto-resep-utama.webp,1 ekor ayam Negeri (Natural Poultry) bobot 700 g; 1 sakset bumbu Kalasan (Kobe),"1 Siapkan ayam. Potong ayam 🐔 menjadi 4 bagian. Beri perasan lemon dan sedikit garam, aduk-aduk marinasi sekitar 5 menit. Bilas tiriskan. Beri bumbu Ayam Goreng Kalasan [Gambar: https://img-global.cpcdn.com/steps/27b4c4b2f6122f44/160x128cq70/ayam-goreng-kalasan-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/e139dd344bcd9fff/160x128cq70/ayam-goreng-kalasan-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/4f918a45e5960f03/160x128cq70/ayam-goreng-kalasan-langkah-memasak-1-foto.jpg] | 2 Aduk rata, diamkan sekitar 20 menit. Lebih lama lebih meresap bumbunya(simpan di kulkas). Goreng di minyak panas dg api kecil sambil sambil dibolak-balik agar matang merata. Setelah matang angkat tiriskan. [Gambar: https://img-global.cpcdn.com/steps/64cbe97684abc2c2/160x128cq70/ayam-goreng-kalasan-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/4afba17b2d053f12/160x128cq70/ayam-goreng-kalasan-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/17744c3a355f7186/160x128cq70/ayam-goreng-kalasan-langkah-memasak-2-foto.jpg] | 3 Pindahkan ke piring, sajikan. Tks🙏 [Gambar: https://img-global.cpcdn.com/steps/03de77361bd84dfb/160x128cq70/ayam-goreng-kalasan-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/9d95d79c6761a809/160x128cq70/ayam-goreng-kalasan-langkah-memasak-3-foto.jpg]"
Seblak makaroni,https://img-global.cpcdn.com/recipes/595c6a5065274204/240x340cq50/seblak-makaroni-foto-resep-utama.webp,"100 gr makaroni rebus; 2 bh sosis iris selera; 3 bh bakso potong sesuai selera; 1 btr telur; 2 genggam sawi hijau; 3 lmbr kol iris; 1 btg daun bawang iris; Minyak untuk menumis; Bumbu halus :; 10 bh cabe merah kriting; 4 bh cabe rawit selera; 4 siung bawang merah; 2 siung bawang putih; 1 ruas jari kencur; 1 btr kemuri; secukupnya Garam, dan kaldu; 200 ml air","1 Didihkan air beri minyak goreng secukupnya, rebus makaroni sampai empuk, tiriskan [Gambar: https://img-global.cpcdn.com/steps/90431c647af0aa7b/160x128cq70/seblak-makaroni-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/3ca9964924a42f01/160x128cq70/seblak-makaroni-langkah-memasak-1-foto.jpg] | 2 Tumis bumbu halus sampai matang. Masukkan iris bakso dan sosis aduk rata [Gambar: https://img-global.cpcdn.com/steps/63f4b146e9607a00/160x128cq70/seblak-makaroni-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/05d94ba865e5c525/160x128cq70/seblak-makaroni-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/e06ead98c6f1fc0c/160x128cq70/seblak-makaroni-langkah-memasak-2-foto.jpg] | 3 Tambahkan air masak sampai mendidih, masukkan telur orak arik sebentat. Lanjut masukkan irisan sawi dan kol aduk rata. [Gambar: https://img-global.cpcdn.com/steps/245fb4151851fe6b/160x128cq70/seblak-makaroni-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/1a727d69db7321b9/160x128cq70/seblak-makaroni-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/1e8989236ebc980c/160x128cq70/seblak-makaroni-langkah-memasak-3-foto.jpg] | 4 Terakhir Masukkan makaroni, garam, kaldu bubuk aduk sampai mendidih koreksi rasa. [Gambar: https://img-global.cpcdn.com/steps/6f91f683579592a6/160x128cq70/seblak-makaroni-langkah-memasak-4-foto.jpg, https://img-global.cpcdn.com/steps/dcec5daf4c00e669/160x128cq70/seblak-makaroni-langkah-memasak-4-foto.jpg] | 5 Sajikan [Gambar: https://img-global.cpcdn.com/steps/09fd93cebe8dc0c0/160x128cq70/seblak-makaroni-langkah-memasak-5-foto.jpg]"
Beef tofu teriaki diet tanpa minyak gula tepung dan santan,https://img-global.cpcdn.com/recipes/55afee87705ed28d/240x340cq50/beef-tofu-teriaki-diet-tanpa-minyak-gula-tepung-dan-santan-foto-resep-utama.webp,"50 gr daging sapi; 100 gr tahu kukus potong dadu; 1 siung bawang putih; 2 siung bawang merah; ,,2 buah cabe rawit iris; 1 buah tomat iris; ,1 SDM saus teriaki; 1 SDM kecap asi; secukupnya Air","1 Didihkan 2 SDM air masukkan bawang merah dan bawang putih halus aduk hingga air Asat kemudian tambahkan air lagi, masak hingga mendidih. | 2 Masukkan daging sapi masak hingga berubah warna, masukkan tahu, saus teriaki, kecap asin, irisan cabe dan tomat.tunggu hingga air Asat dan bumbu meresap. Beef tofu teriaki siap dinikmati dengan nasi merah. [Gambar: https://img-global.cpcdn.com/steps/47bdabc8f023572d/160x128cq70/beef-tofu-teriaki-diet-tanpa-minyak-gula-tepung-dan-santan-langkah-memasak-2-foto.jpg]"
Diet Juice Apricot Avocado Jicama Dragon Fruit Lime Orange,https://img-global.cpcdn.com/recipes/96e96194af8101a6/240x340cq50/diet-juice-apricot-avocado-jicama-dragon-fruit-lime-orange-foto-resep-utama.webp,2 buah apricot (beku/frozen); 100 gram alpukat (beku/frozen); 1 buah bengkoang; 1 buah naga; 1 buah perasan jeruk nipis; 2 buah perasan jeruk; 500 ml water kefir (bisa diganti dengan air mineral),1 Masukkan semua bahan ke blender [Gambar: https://img-global.cpcdn.com/steps/1bcfa018aa347d2a/160x128cq70/diet-juice-apricot-avocado-jicama-dragon-fruit-lime-orange-langkah-memasak-1-foto.jpg] | 2 Blender semua bahan dan siap dinikmati [Gambar: https://img-global.cpcdn.com/steps/ab4ef30427579c14/160x128cq70/diet-juice-apricot-avocado-jicama-dragon-fruit-lime-orange-langkah-memasak-2-foto.jpg]
Wonton soup,https://img-global.cpcdn.com/recipes/866c93044b8efe78/240x340cq50/wonton-soup-foto-resep-utama.webp,"150 gr udang kupas; 250 gr ayam fillet; 1 butir putih telur; 2 sdm tepung tapioka; 1 Sdm Saus tiram; 1 Sdm Kecap asin; 1 Sdt Kecap ikan; 2 Sdm Minyak wijen; 1/2 sdt Lada bubuk; 3 siung Bawang putih (diuleg); 1 ruas Jahe (diuleg); 1/2 sdt Gula pasir; 1/2 sdt Kaldu ayam; 24 lembar Kulit pangsit; Bahan kuah untuk 2 porsi :; < 500 ml Air; 2 ruas Jahe; 1 sdt Kaldu ayam; 1/2 sdt Minyak wijen; Bahan pelengkap:; Garlic oil (2 siung bawang putih cincang halus goreng di 50ml minyak goreng sampe harum kuning keemasan); Irisan daun bawang,; Sawi hijau/pakcoy/sawi putih; Kecap asin (optional)","1 🥟Haluskan bawang putih dan jahe kalo mau diparut bisa ya kalo saya lebih suka di uleg 🥟Lalu haluskan daging ayam, udang kupas, tambahkan putih telur, tepung tapioka,gula pasir,lada bubuk, kaldu bubuk,saos tiram,kecap asin,minyak wijen,kecap ikan [Gambar: https://img-global.cpcdn.com/steps/d36305cf4b7b33ab/160x128cq70/wonton-soup-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/ea0dab1f5ac115e0/160x128cq70/wonton-soup-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/4c95b5e6b2a8d93e/160x128cq70/wonton-soup-langkah-memasak-1-foto.jpg] | 2 🥟Setelah di haluskan semua tambahkan potongan daun bawang yg sudah di iris halus aduk2 pake spatula. 🥟Lalu ambil 1 lembar kulit pangsit beri isian di tengahnya lalu oleskan air di samping kanan kirinya untuk merekatkan lalu tutup dan bentuk sesuai selera [Gambar: https://img-global.cpcdn.com/steps/27bb28789b0a3925/160x128cq70/wonton-soup-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/909fd251406fa6d0/160x128cq70/wonton-soup-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/0737be41dcbab14a/160x128cq70/wonton-soup-langkah-memasak-2-foto.jpg] | 3 🥟Punya saya ini jadi 50 pangsit. Membuat garlic oil : 🌶️cincang halus bawang putih panaskan 50 ml minyak goreng tumis sampai harum dengan api kecil jangan sampai gosong kalo sudah kekuningan langsung dimatikan apinya untuk memberhentikan proses memasak. Setelah garlic oil jadi sisihkan. [Gambar: https://img-global.cpcdn.com/steps/ab9e85f731641520/160x128cq70/wonton-soup-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/30cc04aab2bfb266/160x128cq70/wonton-soup-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/993ab1b83b48bdf2/160x128cq70/wonton-soup-langkah-memasak-3-foto.jpg] | 4 🥟Kemudian rebus air setelah mendidih beri sedikit minyak goreng masukan 6 buah pangsit isi masak sampai terapung dengan api kecil. Kemudian pindahkan ke wadah terpisah beri garlic oil tadi supaya tidak lengket [Gambar: https://img-global.cpcdn.com/steps/36b3e857bbc75525/160x128cq70/wonton-soup-langkah-memasak-4-foto.jpg, https://img-global.cpcdn.com/steps/f00d8ec50d77a523/160x128cq70/wonton-soup-langkah-memasak-4-foto.jpg, https://img-global.cpcdn.com/steps/9605fca9fbbb9175/160x128cq70/wonton-soup-langkah-memasak-4-foto.jpg] | 5 Membuat kuah : 🥟Di panci terpisah rebus air hingga mendidih kemudian masukan 2 ruas jahe yg di geprek tambahkan kaldu bubuk tes rasa masukan sawi hijau/ pokcoy / sawi putih kalo saudah Mateng beri minyak wijen lalu siap disajikan di mangkok masukan pangsit rebus beri kuah taburan irisan daun bawang dan garlic oil. ✍️Note : karena kulit pangsitnya habis sisa adonannya aku buat bakso [Gambar: https://img-global.cpcdn.com/steps/b3132f2ff0977c0b/160x128cq70/wonton-soup-langkah-memasak-5-foto.jpg, https://img-global.cpcdn.com/steps/14479de58af8b391/160x128cq70/wonton-soup-langkah-memasak-5-foto.jpg, https://img-global.cpcdn.com/steps/9ef09a3d4ef66d9e/160x128cq70/wonton-soup-langkah-memasak-5-foto.jpg]"
Smoothies diet,https://img-global.cpcdn.com/recipes/5ad98534d02d6e17/240x340cq50/smoothies-diet-foto-resep-utama.webp,1 apel; 1 ikat pokcoy; 100 ml Susu rendah lemak kalsium tinggi,1 Potong potong bahan [Gambar: https://img-global.cpcdn.com/steps/86cf3d6bbead3719/160x128cq70/smoothies-diet-langkah-memasak-1-foto.jpg] | 2 Blender hingga halus
