Judul,URL,Bahan,Langkah
Biskuit coklat oat (gluten free),https://cookpad.com/id/resep/13553979-biskuit-coklat-oat-gluten-free,"1 bungkus quaker oat biru, sangrai (setengahnya aku blender); 1 telur; 125 gr blue band c&k; 1 sch SKM coklat; 40 gr coklat bubuk; 36 gr gula aren; 30 gr gula halus; 2 sdt susu bubuk; 1 sdt maizena; 1/2 sdt BP; Secukupnya chocochip","1
    



Kocok telur & gula hingga tercampur rata. | 2
    



Masukkan blueband hingga tercampur rata. Masukkan semua bahan kecuali chocochip. Aduk rata | 3
    



Terakhir, masukkan chocochip. Jika terlalu lembek, bisa dikulkas sebentar. Cetak sesuai selera. Panggang hingga matang."
Susu kacang kedelai,https://cookpad.com/id/resep/14756659-susu-kacang-kedelai,200 gr kacang kedelai; 1 Liter air matang,"1
    



Cuci bersih kedelai, sampai kulit luarnya betul² terlepas semua, selesai d cuci diamkan kedelai kurleb 3jam (tp saya 8jam/semalaman) | 2
    



Setelah di diamkan semalaman cuci kembali kedelai, siapkan panci berisi aer secukupnya, lalu rebus sebentar, fungsi d rebus ini supaya tidak bau langu nt kalo d minum | 3
    



Siapkan choper/blender dan aer, blender sampai halus, lalu saring pake saringan yg lembut atw bisa gunakan kain tahu | 4
    



Masak kembali sari kedelai sampai matang, ini versi original tanpa tambahan apapun, kl mau lsg d minum bisa d tambahkan jahe secukupnya, biar ada rasa pedes semriwing, atw bisa juga d tambahkan bubuk coklat, sesuaukan selera saja.. enak pastinya kalo d minum selagi hangat☺️"
Cream of Mushroom Soup (38 kkal),https://cookpad.com/id/resep/15694280-cream-of-mushroom-soup-38-kkal,10 buah Jamur Kancing (Champignon); 1 buah Bawang Bombay (cincang kasar); 1/2 sdt lada bubuk; 1 sdm extra virgin olive oil; 1/4 cangkir Susu Cair UHT low fat; 1/2 sdt kaldu jamur; 1/2 sdt oregano; Bahan croutons :; 1 lembar roti gandum,"1
    



Cuci bersih jamur, potong2, lalu rebus di air mendidih selam 3 menit, angkat, saring dan sisihkan.. ini bertujuan utk tdk terlalu berbau dan membuang kotoran jamur | 2
    



Tumis bawang bombay hingga harum masukan jamur aduk rata hingga berair, masukan susu dan bumbu lain. Aduk hingga merata dan susu hangat. Angkat lalu blander hingga halus dan kental. | 3
    



Utk roti gandum cukup potong2 dan panggang dgn teflon tanpa margarin hingga kecoklatan | 4
    



Sajikan soup dalam mangkuk, cocol dgn roti gandum panggang.
MaasyaaAllah creamy and lezatosss"
418) Jus Ubi Pisang,https://cookpad.com/id/resep/15407632-418-jus-ubi-pisang,100 gram ubi orange; 1 buah pisang ambon yg sdh matang; 2 sdm Fiber Creme; 200 ml air,"1
    



Kupas kulit ubi yg sudah dicuci bersih, potong kecil2 supaya saat dikukus lebih cepat matang. Kukus dalam dandang yg sdh dipanaskan hingga matang (sekitar 10 menit). Potong2 pisang yg sudah dikupas. Larutkan fiber creme dalam air (sebagian saya pakai es batu, jadi takaran larutan fiber creme dan es batu ini sekitar 1 gelas. | 2
    



Masukkan semua bahan dalam gelas blender dan blender hingga halus. | 3
    



Tuang ke gelas saji dan nikmati segera. Enak banget ini 👍😋😋."
Magelangan versi lower calorie,https://cookpad.com/id/resep/14478715-magelangan-versi-lower-calorie,"100 gr nasi dingin sisa semalam; 1 bungkus mie shirataki; 1 buah kemiri; 2 siung bawang merah; 4 siung bawang putih; 5 buah cabai merah; 1/2 sdt ebi; 1-2 sdm kecap manis; 1 sdm kecap ikan; 1/2 sdt minyak wijen; 1 sdt saus tiram; 1/2 sdt kaldu jamur; 2 genggam taoge yg sudah dibersihkan; 100 gr sawi yg sudah dicuci dan diiris-iris; 2 buah daun bawang, cuci dan iris-iris; 1 telur ayam, kocok lepas; 3 lembar smoked tuna (untuk sumber protein bisa pakai dada ayam); Bawang goreng untuk taburan; 1-2 sdm minyak goreng; secukupnya Garam dan merica","1
    



Haluskan bumbu bawang merah, bawang putih, ebi, kemiri, cabai menggunakan food processor atau ulekan. | 2
    



Panaskan 1-2 sdm minyak goreng dan tumis bumbu halus beserta irisan daun bawang sampai wangi. Masukkan kocokan telur.aduk. | 3
    



Tambahkan irisan sayur sawi dan taoge.Kemudian mie shirataki dan nasi.Aduk terus sampai tercampur rata. | 4
    



Bumbui dengan garam, merica, kecap manis, kecap ikan, minyak wijen, kaldu jamur. Aduk rata dan tes rasa.Jika sudah sesuai bisa langsung dihidangkan dengan taburan bawang goreng dan acar timun."
Sambal Terasi Diet,https://cookpad.com/id/resep/17213687-sambal-terasi-diet,1 sendok terasi; 5 biji cabai; 2 biji bawang merah; 1 siung bawang putih; 1 buah tomat; 1 buah timun/bisa diganti terong; 1 sendok udang/ebi kering; Garam dan penyedap,"1
    



Siapkan bahan | 2
    



Rebus semua bahan dengan sediki air | 3
    



Jika air sudah surut, tiriskan dan ulek"
Pancake Oat Simple,https://cookpad.com/id/resep/16024492-pancake-oat-simple,50 gram oat (aku pakai quaker oat warna merah); 1 butir telur ayam; 2 sachet gula tropikana/ gula pasir; secukupnya Susu low fat; Topping (Sesuai Selera); 1 sendok madu; Sejumput kacang panggang,"1
    



Masukan telur dan gula ke mangkok, kocok hingga tercampur | 2
    



Masukan oat ke mangkok telur dan gula yang sudah dikocok, kemudian aduk | 3
    



Tambahkan susu secukupnya. (Adonan agak kentel ya, jangan terlalu cair) | 4
    



Panaskan teflon anti lengket dan beri margarin/ minyak sedikit aja kemudian ratakan di teflon | 5
    



Panggang adonan hingga matang (cukup balik adonan sekali saja agar tidak mudah hancur) | 6
    



Angkat dan beri toping sesuai selera. Kuberi madu dan kacang panggang | 7
    



Pancake oat siap untuk disajikan"
Pumpkin Soup (Sup Labu Kuning),https://cookpad.com/id/resep/7389237-pumpkin-soup-sup-labu-kuning,"2 cup pumpkin (labu kuning) potong tipis2, kukus; 2 cup susu cair; 1 cup kaldu ayam (hasil rebusan tulang ayam); 1/2 bawang bombay dicincang; 5 siung bawang putih dicincang; 1/2 sdt parsley bubuk(kalau ada yang segar, lebih baik); 1/4 sdt thyme; 1/4 sdt lada hitam butir di-grind; 1 sdt kaldu jamur granulated; 1 sdt gula pasir (skip kalau pumpkin sudah manis); secukupnya Garam; 2 sdm butter untuk menumis","1
    



Siapkan bahan2 | 2
    



Tumis duo bawang dengan butter sampai harum. Angkat, sisihkan. | 3
    



Siapkan kaldu ayam. Rebus kaki dan kepala ayam dengan 2 gelas air. Rebus dengan api kecil, hingga tinggal kurang lebih 1 gelas/cup | 4
    



Blender semua bahan sampai menjadi puree halus. | 5
    



Rebus puree pumpkin sampai mendidih. Tes rasa, siap disajikan. Sy beri topping keju parmesan (opsional) dan sedikit parsley | 6
    



Update resep : kutambahkan 1 bh kentang dipotong kotak kecil2(dimasukkan terakhir). Bombay kuganti bawang daun. Susu kugunakan susu bubuk krn ga pny stok susu cair. Trs kutambahkan crouton homemade dr roti tawar gandum dipotong kotak2. Rasa makin yummy"
Shirataki Bakso Rambutan 😋😋,https://cookpad.com/id/resep/8423676-shirataki-bakso-rambutan,2 keping mie shirataki kering; 4 bakso rambutan; 5 siung bawang putih cutting; 7 cabe rawit merah; Penyedap maseko rasa ayam; 1 ikat daun kale; sesuai selera Jamur kuping,"1
    



Iris halus bawang putih dan iris kasar cabe rawit. Setelah itu tumis putih hingga harum, masukan irisan cabe rawit dan jamur kuping | 2
    



Setelah harum, masukan air secukupnya. Kemudian masukan 2 keping mie shirataki. Masak hingga mendidih | 3
    



Setelah mendidih, masukan bakso rambutan dan masak beberapa menit. Kemudian tambahkan Maseko rasa ayam. Koreksi rasa | 4
    



Setelah rasa cukup, masukan daun kale sekitar 2 menit supaya masih tetap terasa kriuk kriuk | 5
    



Sajikan dengan taburan bawang goreng"
Es cincau hijau rendah kalori,https://cookpad.com/id/resep/700170-es-cincau-hijau-rendah-kalori,50 lembar daun cincau setengah tua; 550 ml air; 200 ml gula merah cair; 500 ml susu UHT plain; 1 bungkus plain jelly powder,"1
    



Masak jelly dengan air 250ml. Kemudian letakan di cetakan dan taruh di kulkas. Setelah jelly beku potong dgn food processor. | 2
    



Cuci bersih daun cincau.Taruh daun cincau di baskom remas-remas masukan air matang (300ml). Aduk rata kemudian segera saring dan taruh di wadah. Sisihkan.
Nb. Yg tampak sperti ulat itu tangkai daun | 3
    



Setelah cincau beku sendok cincau dan taruh di gelas campurkan susu UHT, 5sendok gula merah cair (tambahkan lagi jika kurang manis) dan es batu | 4
    



Catatan: potong jelly secukupnya dan habiskan pada hari yg sama setelah dipotong. Karna jelly yg sudah dipotong akan menempel jadi satu jika dimasukan ke kulkas"
Teh Kurma Creamy,https://cookpad.com/id/resep/16970466-teh-kurma-creamy,7 btr kurma; 1 kantung teh celup; 5 sdt non dairy creamer; 325 ml air panas; secukupnya Es batu; 3 sdm sirup gula aren,"1
    



Buang biji kurma, cincang kasar, masukkan dalam mangkuk. Tuang 80 ml air panas.
Seduh teh celup dengan 80 ml air panas. | 2
    



Seduh krimer dengan sisa air panas.
Diamkan sampai bahan-bahan tersebut dingin.
Masukkan kurma dan airnya ke dalam gelas saji (sisakan sedikit untuk topping).
Masukkan es batu sampai penuh. | 3
    



Tuang larutan krimer.
Tuang seduhan teh secara perlahan.
Beri sirup gula aren dan sisa kurma untuk topping."
Perkedel tahu,https://cookpad.com/id/resep/946139-perkedel-tahu,"5 buah tahu segar; 1 butir telur; 3 sdm tepung terigu; 5 bj bawang putih; 7 bj bawang merah; secukupnya Daun bawang; secukupnya Seledri; garam,masako dan merica bubuk","1
    



Siapkan mangkok besar dan masukkan tahunya lalu tekan sampai hancur menggunakan sendok, klu ada sarung tangan bisa menggunakan tangan | 2
    



Ulek bawang merah dan bawang putih, iris tipis daun bawang dan seledri,lalu campurkan ke tahu, tambahkan telur, aduk rata tahunya beserta bumbu lalu masukkan tepung terigu,garam,masako dan merica bubuk,coba sesuai selera | 3
    



Panaskan minyak di wajan dngan api sedang setelah minyak panas mulai menggoreng adonan smpai warna kecoklatan,gunakan sendok makan untuk ukuran adonan atau ingin berkreasi model sesuai selera,pastikan matang satu sisi baru di balik supaya tdk hancur, lakukan sampai adonan habis dan perkedel siap di nikmati, selamat mencoba. | 4
    



Untuk melihat tips diet,masak, kunjungi blog sy www.adyhalim.blogspot.com atau follow di instagram @ady.halim"
Golden Apple Pressed Juice,https://cookpad.com/id/resep/24408039-golden-apple-pressed-juice,"1,5 kg apel; 2 buah nanas honi","1
    



Siapkan bahan cuci bersih dan potong2, siapkan juicernya juga lalu masukkan nanas ke dalam juicer | 2
    



Masukkan potongan apelnya juga, lalu keluarkan airnya dan siap packing | 3
    



Dinginkan dan lebih segar dinikmati dingin😋"
Bubur Kacang Hijau Creamy Tanpa Santan,https://cookpad.com/id/resep/24074902-bubur-kacang-hijau-creamy-tanpa-santan,"250 gr kacang hijau; 2 liter air; 4 lembar daun pandan; 3 jempol jahe kupas, geprek; 150 gr gula merah, iris2; 1 sdm gula pasir, yg suka manis bisa tambah; 1 sdt garam halus; 75 gr fiber creme, seduh dengan 500ml air panas","1
    



Masak kacang hijau hingga empuk. Boleh pakai metode apa saja. Saya di didihkan 10 menit. Lalu matikan api. Tutup pancinya. Saya diamkan 1 jam. Jika blm empuk, ulangi lagi sesuai kebutuhan. | 2
    



Setelah kacang hijau empuk masukan garam, gula merah dan gula pasir. Masak hingga gula larut. | 3
    



Masukan larutan fiber creme dan garam. Masak hingga meletup2. | 4
    



Sajikan hangat dengan roti polos tanpa isi atau roti tawar."
Cumi jamur bumbu asam manis pedas (low fat),https://cookpad.com/id/resep/2737657-cumi-jamur-bumbu-asam-manis-pedas-low-fat,1/2 kg cumi-cumi segar (bersihkan tintanya); 3 buah cabai merah besar; 5 siung bawang putih; 3 siung bawang merah; 1 buah bawang bombai ukuran sedang; 2 sdm corn oil; 2 lembar daun salam; 6 buah cabai rawit (sesuai selera); 2 buah tomat; 2 sdm madu; 3 buah belimbing wuluh; secukupnya garam; 1 sdm gula; 1 sdm tepung maizena; 1 gelas belimbing air bersih; 1 pack jamur kancing,"1
    



Bersihkan cumi, Dan Iris sesuai selera, kemudian siram dengan perasan jeruk lemon | 2
    



Cincang kasar bawang bombai. Haluskan semua bumbu kecuali belimbing wuluh, daun salam, garam, madu, Dan tepung maizena | 3
    



Tumis bumbu yang dihaluskan dan bawang bombai menggunakan corn oil, tujuannya agar low fat, jadi saya pake minyak jagung | 4
    



Setelah bumbu harum masukkan daun Salam, garam, Dan belimbing wuluh. Jika tidak Ada belimbing bisa diganti dengan nanas. Aduk hingga tercampur rata Lalu tambahkan madu Dan gula | 5
    



Masukkan jamur kancing yg telah diiris, kemudian masukkan cumi-cumi yang telah diiris. | 6
    



Campur air Dan tepung maizena (aduk rata hingga tepung maizena larut) tuangkan cairan tepung maizena ke dalam masakan. Masak hingga bumbu meresap sekitar 15 menit | 7
    



Taburi bawang goreng atau daun bawang. Selamat mencoba"
Nugget Ayam mix Sayur (Menu Diet Rendah Kalori),https://cookpad.com/id/resep/8405971-nugget-ayam-mix-sayur-menu-diet-rendah-kalori,"Adonan Nugget:; 500 gram fillet dada ayam tanpa tulang n lemak (blender halus); 200 gram udang (cincang, blender kasar); 3 buah baby carrots (parut); 200 gram brokoli (cincang halus); 1 butir telur ayam; 2 sendok tepung maizena; 1 batang irisan daun bawang bila suka; 1 sdm minyak sayur; Bumbu halus:; 6 siung bawang merah; 3 siung bawang putih; 1 butir kemiri; 1/4 sdt ketumbar bubuk","1
    



Campur bahan adonan kecuali minyak sayur. | 2
    



Parut wortel, campurkan ke dalam adonan tadi | 3
    



Oles sedikit mentega di loyang, Panaskan air kukusan (Disini saya pakai teflon) lalu tuangkan adonan nugget ke dalam loyang. Kukus selama 45 menit sambil di tutup. | 4
    



Setelah matang, angkat, balikan nugget ke piring. Dinginkan, lalu potong2. Hasil nya seperti di foto. Sudah bisa dimakan langsung. | 5
    



Apabila suka digoreng, bisa di goreng dengan 1 sdm minyak alias panggang di teflon dengan sedikit minyak. | 6
    



Sajikan dengan saos tomat, dan nasi hangat. Ingat dear, bisa makan pakai sayur sbg pengganti nasi 😉"
Puding Roti Gandum (Sarapan Diet),https://cookpad.com/id/resep/13334811-puding-roti-gandum-sarapan-diet,2 lembar roti gandum; 1 pcs susu low fat ultra milk (vanila); 1 buah telur uk. Sedang; Sedikit garam himalayan; 1 buah pisang uk. Sedang; Keju parut (dikit aja yah buat atasnya doang),"1
    



Sobek kecil - kecil roti lalu masukkan dalam wadah | 2
    



Tambahkan susu, telur dan garam lalu aduk merata | 3
    



Fyi, sengaja roti nya gak aku halusin yah, biar masih ada tekstur nya hehe | 4
    



Jika semua bahan tercampur kecuali pisang, siapkan 4 buah alumunium cup foil lalu tambahkan pisang yang sudah sedikit di haluskan | 5
    



Jika sudah letakkan pisang, masukkan adonan puding ke dalam alumunium cup foil lalu beri parutan keju di atasnya | 6
    



Kukus puding roti gandum kurang lebih 10-15 menit (hingga dirasa cukup matang) | 7
    



Puding roti gandum siap dinikmati:) selamat mencoba yahh"
Pancake oat (rendah kalori/ diet),https://cookpad.com/id/resep/14040814-pancake-oat-rendah-kalori-diet,8 sdm oat instan; 3 sdm madu; 1/4 sdm baking powder; 2 sdm fiber creme; 1 butir telur; 200 ml air; Sedikit minyak kelapa/ butter untuk olesan di teflon,"1
    



Campur semua bahan. Diamkan sebentar sampai oatnya halus | 2
    



Panaskan teflon yang sudah di oles sedikit minyak/ butter tipis sekali. | 3
    



Masukkan adonan membentuk pipihan bundar. Masak sampai satu sisi matang, balik ke sisi satunya.. sajikan."
Chia Seed Pudding,https://cookpad.com/id/resep/13592373-chia-seed-pudding,350 ml Susu Cair; 60 gr (4 sdm) Chia Seed; 3 sdt Madu; Sedikit garam; Topping :; Buah Mangga; Buah Pisang; Buah Kiwi; Buah Pepaya,"1
    



Siapkan bahan-bahannya | 2
    



Masukkan Chia seeds kedalam gelas, campur dgn susu UHT, garam dan madu, aduk rata. Tuang dalam cups. Simpan dikulkas sampai saat disajikan. | 3
    



Tambahkan topping sesuai selera. Sajikan untuk sarapan atau snack sehat."
Martabak tahu rendah kalori,https://cookpad.com/id/resep/12867144-martabak-tahu-rendah-kalori,4 lembar kulit lumpia ukuran sedang (saya beli di supermaket siap pakai); 2 tahu ukuran sedang dihaluskan; 1 genggam daun bawang / lebih (selera); 1 wortel parut kasar; 3 putih telor 1 kuning telor; 1 sdt minyak utk mengoles Teflon (saya bagi 2 agar dipakai 2 kali); 1/2 sdt garam; 1/4 sdt kaldu jamur (optional); 1/4 sdt lada bubuk; 1/2 sdt bawang putih bubuk / ulek,"1
    



Campur kan semua bahan jadi 1 kecuali minyak dan kulit lumpia sampai rata | 2
    



Panaskan Teflon olesi sedikit minyak (saya semprot dan ratakan dengan kuas jadi ga sampai 1/2 sdt teh sebenarnya), setelah panas letakkan kulit lumpia dan lalu setengah adonan dan ratakan | 3
    



Setelah rata bisa ditutup dulu dan pastikan api kecil agar tidak cepat gosong, setelah setengah matang tutup adonan dengan kulit lumpia | 4
    



Setelah dirasa bagian bawah sudah matang dan kering bisa dibalik, masak hingga matang dan angkat dan sajikan dengan acar timun ya"
Martabak Tahu Telur (Diet),https://cookpad.com/id/resep/24009360-martabak-tahu-telur-diet,"4 papan tahu (haluskan); 3 butir telu; 1 buah wortel (parut keju); Daun sop, seledri rajang2; Secukupnya gobis rajang2; Gula, garam; 4 siung bawang putih (haluskan); Kulit lumpia","1
    



Siapkan semua bahan, campur jadi satu kecuali kulit lumpia. Aduk2 hingga rata | 2
    



Kemudian bungkus dg kulit lumpia, lipat2 | 3
    



Panggang di pant dg 1 SDM minyak hingga matang. Siap di hidangkan"
45. Asinan betawi (asinan sayur bumbu kacang),https://cookpad.com/id/resep/15016986-45-asinan-betawi-asinan-sayur-bumbu-kacang,Seperlunya selada air; Seperlunya wortel; Seperlunya kol; 1/2 buah nanas; 5 buah tahu putih; 1/2 kg kacang; Seperlunya timun; 8 buah cabai merah campur rawit; 3 siung bawang putih; 1/2 sdt garam; 5 sdm gula pasir; 2 buah gula merah; 350 ml air; 4 sdm cuka (optional),"1
    



Goreng kacang tanah, hingga matang, rebus cabai, bawang putih, gula merah, gula pasir. dinginkan selanjutnya haluskan dengan blender beri air garam, cuka cek rasa. | 2
    



Iris sayuran, nanas dan tahu. Siapkan wadah dan sajikan.
Bisa ditambahkan kerupuk mie atau emping dsb."
French toast simple,https://cookpad.com/id/resep/14380986-french-toast-simple,1 buah roti tawar; 1 telur; Sejumput kayu manis bubuk; 1 sdt butter/margarine; 1 sdm original syrup (sirup jagung/madu),"1
    



Panaskan teflon, kocok lepas telur masukan sejumput kayu manis kocok. | 2
    



Diatas teflom panas masukan butter/margarine setelah panas, masukan 1/2 kocokan telur taruh roti diatasnya, biarkan hingga agak matang (30 detik kira2), angkat roti.. Tuangkan sisa kocokan telur dan letakan roti diatasnya panggang hingga matang. | 3
    



Saya suka tidak terlalu matang atau kering. Pindahkan roti ke piring tuang sirup jagung ke atas roti, sajikan hangat."
Pizza tahu low fat,https://cookpad.com/id/resep/14359105-pizza-tahu-low-fat,1 wortel parut; 3 buah tahu; 2 buah telur ayam; Garam&penyedap; Daun bawang(optional); Daging ayam panggang(optional); 1 sdm saus cabai; Kentang yg udah di bake(optional); 2 sdm tepung maizena,"1
    



Lembutkan tahu dengan garpu/sendok | 2
    



Campurkan dgn telur lalu tambahkan larutan wortel dan irisan daun bawang juga penyedap. | 3
    



Panggang di pan anti lengket(ukuran sesusai selera) | 4
    



Panggang sampai matang lalu tambahkan saus dan daging ayam panggang/kentang yg sudah di bake | 5
    



Pizza tahu siap dihidangkan✨"
"Keto Steamed Egg Tofu |High Protein, Low Calorie, Gluten Free|#Ketopad",https://cookpad.com/id/resep/17069048-keto-steamed-egg-tofu-high-protein-low-calorie-gluten-freeketopad,Bahan Tahu Kukus; 1 buah egg tofu (Kongkee Ayam 140g); 1 butir telur utuh; 120 gram putih telur; 100 gram air putih; 1 sdt kaldu jamur; 1 batang daun bawang potong-potong; Sejumput bawang goreng; Bahan Saus; 15 gram kecap asin jepang (Kikoman); 10 gram saus tiram; Sedikit air putih; 2 siung bawang putih; 1/2 bawang bombay cincang,"1
    



Pertama siapkan bahan-bahan. Campurkan putih telur, telur utuh, dan air ke dalam gelas ukur. Tambahkan kaldu bubuk dan aduk merata. | 2
    



Potong-potong tahu telur. Kalau saya separuh potong dadu dan separuhnya potong biasa melebar. Lalu ke mangkok yang tahan panas masukkan tahu dan daun bawang. | 3
    



Siramkan adonan telur ke tahu dan taburkan sedikit daun bawang lagi di atasnya agar cantik. Telurnya boleh disaring ya agar hasilnya tambah lembut, tapi opsional. Tutup dengan aluminium foil dan kukus selama 20 menit setelah air mendidih. | 4
    



Sementara menunggu, kita buat sausnya. Potong bawang bombay dan ulek bawang putih. Campurkan air putih, saus tiram, dan kecap asin. Tumis bawang bombay dengan air saja, jangan kasih minyak takut nambah kalori. Setelah bawang bombay berubah warna, masukkan bawang putih dan tumis lagi sampai harum. Setelah bawang berubah warna, masukkan campuran kecap dan aduk.
Matikan kompor dan saus siap disajikan. | 5
    



Setelah telur kukus matang, taburkan bawang goreng sedikit dan siramkan saus di atasnya. Tahu telur kukus siap disajikan. Enak dimakan dengan nasi shirataki hangat untuk lauk diet."
Kembang Kol Goreng,https://cookpad.com/id/resep/17184773-kembang-kol-goreng,"250 gr kembang kol (berat tanpa bonggol); 1 siung bawang putih, haluskan; 1/2 sdt kaldu bubuk; 1/4 sdt lada bubuk; 🥥 Bahan Pencelup :; 1 butir telur ayam, kocok; 🥥 Bahan Kering (Campur Rata) :; 10 sdm tepung terigu protein sedang; 2 sdm tepung maizena; 1/2 sdt kaldu bubuk; 1/2 sdt lada bubuk","1
    



🔸Siapkan kembang kol. Potong-potong kembang kol, rendam dalam air garam selama 10-15 menit, cuci bersih, tiriskan.
🔸Marinasi kembang kol dengan bawang putih, kaldu bubuk dan lada bubuk. Aduk hingga tercampur rata, diamkan selama 30 menit atau lebih. | 2
    



🔸Celupkan kembang kol kedalam kocokan telur.
🔸Masukkan satu per satu ke dalam bahan pelapis. Balur rata dengan tepung sambil sedikit dicubit-cubit agar tepung lebih menempel dan keriting hasilnya. | 3
    



🔸Panaskan minyak goreng dengan api sedang. Setelah minyak benar-benar panas, masukkan kembang kol.
🔸Goreng hingga matang kuning keemasan. Angkat dan tiriskan. | 4
    



Kembang kol goreng siap disajikan, enjoy💜"
Mie Shirataki Telur Rebus,https://cookpad.com/id/resep/10053583-mie-shirataki-telur-rebus,Bahan Telur:; 2 butir telur rebus; Secukupnya air untuk merebus; Bahan Mie:; 1 buah mie shirataki kering yang sudah direbus; 10 gram paprika merah; 10 gram paprika hijau; 1 siung bawang merah; 10 gram bawang putih; 10 gram keju parmesan; 10 gram unsalted butter; Sejumput him salt; Sejumput merica bubuk,"1
    



Siapkan telur, masukkan ke dalam cetakan | 2
    



Didihkan air, rebus telur selama 10 menit. Angkat dan tiriskan. | 3
    



Iris paprika dan bawang, lalu tuang unsalted butter diatas wajan, lalu aduk dan biarkan setengah matang. | 4
    



Masukkan mie shirataki, beri garam, merica, dan keju parmesan parut, aduk rata. Terakhir masukkan potongan telur rebus. Aduk rata. | 5
    



Angkat, siap dihidangkan."
Sandwich Keju,https://cookpad.com/id/resep/16312960-sandwich-keju,"2 lembar roti tawar; 1 buah telur, kocok lepas; 2 buah sosis ayam; 2 lembar keju quick melt prochiz; 2 sdm keju parut; 1/2 sdm mayonais; 1/2 sdm saos tomat dan saos sambal; 1/4 sdt oregano kering; 1 sdt margarin","1
    



Olesi roti dengan margarin kemudian celupkan dalam kocokan telur. | 2
    



Tata dalam loyang yang sudah dialasi baking paper. 
Beri mayo dan saos tomat, ratakan. | 3
    



Tambahkan potongan sosis, keju parut, oregano dan terakhir keju quick melt. | 4
    



Proses dengan oven selama 10 menit atau sesuai oven masing-masing.
Sajikan dengan tambahan saos sambal diatasnya."
Bubur Oatmeal rendah kalori,https://cookpad.com/id/resep/12355127-bubur-oatmeal-rendah-kalori,5 sdm oatmeal (quacker oat biru); segenggam bayam; 1 buah wortel; 1 siung bawang putih; 1 buah telur; 1 sdt kaldu bubuk rasa ayam; 1 sdt minyak,"1
    



Bawang putih haluskan. tumis hingga wangi. masukkan telur. aduk | 2
    



Masukkan bayam dan wortel. aduk dengan tambahan air secukupnya hingga layu. | 3
    



Masukkan oatmeal. beri air secukupnya. aduk rata, tambahkan kaldu bubuk. aduk terus hingga menjadi bubur dan matang sempurna. sajikan dgn tahu rebus. makan enak tanpa waswas 😃"
Pecak Ikan Nila Panggang,https://cookpad.com/id/resep/16551232-pecak-ikan-nila-panggang,"600 gr ikan nila (3 ekor); 6 lembar daun salam; 1 batang sereh; 1 lembar daun pisang untuk membungkus; Bumbu Marinasi:; 1 ruas jari jahe, haluskan; 1 ruas jari kunyit, haluskan; 2 siung bawang putih, haluskan; 1/2 sdt ketumbar bubuk; 1 sdm air jeruk nipis; 1/2 sdt garam; Bahan Sambal:; 7 butir bawang merah; 3 buah cabe merah besar; 5 buah cabe rawit merah; 1 butir tomat merah; 1 ruas jari jahe; 1 ruas jari kencur; 1/2 sdt terasi; 1/2 sdt garam (secukupnya); 1/2 sdt gula merah; 50 ml air panas; 2 butir jeruk limau / jeruk sambal","1
    



Cuci bersih ikan, buang sisiknya, kerat sisi badannya. Lumuri dengan bumbu marinasi. Ratakan sampai ke dalam perut ikan. | 2
    



Letakkan ikan di atas daun pisang. Beri 2 lembar daun salam di sisi atas dan bawahnya. Beri seiris sereh di dalam perutnya. | 3
    



Sematkan daun dengan tusuk gigi. Panggang pakai panci double pan / happycall. Gunakan api kecil. Tutup happycall, panggang selama kurang lebih 45 menit. | 4
    



Bakar / panggang bahan-bahan sambal (bawang, cabe, tomat, jahe, kencur, terasi) sampai matang. | 5
    



Haluskan terasi, jahe dan kencur bersama garam dan gula. Masukkan cabe, bawang, dan tomat. Ulek kasar. (Aku pakai chopper). Tambahkan air panas. Tes rasa. | 6
    



Penyajian: letakkan ikan di piring saji, lumuri sambal. Kucuri dengan air jeruk limau.
Sajikan bersama lalapan kesukaan."
Es Jeruk Limau Rendah Kalori,https://cookpad.com/id/resep/16421380-es-jeruk-limau-rendah-kalori,2 buah jeruk limau; 1 sachet pemanis 0 kalori (saya pakai tropicana slim stevia); 150 ml air hangat; secukupnya Es batu,"1
    



Tuang pemanis 0 kalori ke dalam gelas | 2
    



Tuang air hangat, aduk rata | 3
    



Peras jeruk limau, dan masukkan jeruknya setelah diperas | 4
    



Beri es batu sesuai selera dan siap dinikmati"
