Judul,URL,Bahan,Langkah
Roti Tawar Oatmeal - Cheese Raisin Almond (Ulen 1 menit),https://cookpad.com/id/resep/17155897-roti-tawar-oatmeal-cheese-raisin-almond-ulen-1-menit,300 gr terigu pro tinggi; 30 gr gula pasir; 6 gr ragi instan; 1 sdt garam; 180-200 ml susu cair hangat atau 3 sdm susu bubuk dicampur air hangat; 30 gr margarin dicairkan; 40 gr oatmeal dicampur dengan 90 ml air panas; 2 sdm kismis; 2 sdm keju cheddar potong2 kecil; 1 sdm almond,"1
    



Aduk rata oatmeal dan air panas, sisihkan tunggu hingga hangat. Campur semua bahan kering, masukkan adonan oatmeal, aduk rata hingga bisa dibulatkan. Tutup dan proofing 15 menit | 2
    



Masukkan margarin cair, ulen kurleb 1 menit hingga lentur saja. Bulatkan, tutup dan proofing 60 menit atau hingga mengembang 2x lipat | 3
    



Tinju adonan, dan ulen sebentar utk mengeluarkan gelembung gas. Gilas memanjang selebar loyang roti tawar. Taburi dengan almond, kismis dan Keju. Gulung sambil dipadatkan. Kunci ujung adonan dengan cara dicubit2 | 4
    



Taburi permukaan dna samping adonan dengan oatmeal (bisa diskip). Tempat kan di loyang yang sdh di oles margarin. Tutup dan diamkan 50-60 menit. | 5
    



Panaskan oven 10 menit sebelumnya. Api bawah 180 derajat. Masukkan loyang. Panggang dengan api bawah 180 drjat selama 25-30 menit. Baru kemudian nyalakan api atas 150 derajat selama 5-10 menit atau hingga matang. Angkat dan keluarkan dari loyang. Dinginkan baru diiris sesuai selera."
Puding Sehat buah Naga,https://cookpad.com/id/resep/15769907-puding-sehat-buah-naga,1 buah naga yang sudah dibersihkan dan dikupas kulitnya; 1 bungkus agar - agar plain; 120 gr gula pasir (boleh ditambah atau dikurangi sesuai selera); 1 sachet susu kental manis putih; 900 ml air,"1
    



Blender buah naga dengan 100ml air, sisihkan | 2
    



Campur semua bahan dalam panci tambahkan jus buah naga.
Lalu aduk rata, dan nyalakan kompor.
Aduk - aduk terus hingga mendidih masak dengan api sedang. | 3
    



Jika sudah mendidih, matikan kompor.
Aduk2 sebentar hingga uap hilang,
Lalu tuang kedalam cetakan yang sudah disiapkan. | 4
    



Tunggu hingga sedikit dingin atau Set, baru bisa dimasukkan ke kulkas supaya rasa dingin membuat agar semakin nikmat disantap.
NOTED : Jangan sekali2 mencoba memasukkan agar yang masih panas atau hangat langsung ke dalam kulkas.
Karena akan membuat kulkas anda rusak."
26. Tumis Sayur Sehat,https://cookpad.com/id/resep/11036840-26-tumis-sayur-sehat,"250 gr daging ayam iris; 3 batang sosis champ iris; 1 bungkul sawi putih iris; 2 batang wortel iris; 5 siung bawang putih geprek; 5 siung bawang merah iris tipis; 1,5 sdt garam; 1 sdt gula; 1/2 sdt merica; 300 ml air; 3 sdm minyak goreng","1
    



Langkah pertama : Panaskan 3 sdm minyak goreng lalu tumis bawang merah dan bawang putih hingga harum dan berubah warna. | 2
    



Setelah itu masukan ayam masak hingga ayam berubah warna menjadi putih lalu masukan air masak hingga mendidih sehingga ayam benar-benar matang. | 3
    



Setelah ayam mendidih masukan wortel, sosis, sayur sawi putih lalu garam, gula dan merica. Aduk rata didihkan, dan sajikan."
"Mie Jawa Goreng (Tanpa Minyak) Rumahan, Mudah, Simpel dan Enak",https://cookpad.com/id/resep/15275486-mie-jawa-goreng-tanpa-minyak-rumahan-mudah-simpel-dan-enak,Bumbu; 3 siung bawang putih (cincang halus); 1/4 siung bawang bombay (iris dadu); 3 sdm kecap asin; 3 sdm kecap manis; 2.5 sdm kecap saori; 1 sdt merica bubuk; secukupnya Garam; secukupnya Penyedap rasa jamur; Bahan Masak; 60 gram Bihun (saya pakai sohun kaca); 1 mangkuk kecil touge (sesuai selera); 5-7 lembar sawi bakso (caisim); 1 buah telur bebek; secukupnya Daun bawang; Air,"1
    



Masak bihun hingga lembut. Tiriskan | 2
    



Siapkan semua bahan. Tumis tanpa minyak bawang putih dan bawang bombay dengan api kecil hingga harum dan kering | 3
    



Tumis telur bebek yang sudah dikocok. Masak hingga matang | 4
    



Masukkan Touge dan caisim tumis bentar. Tambahkan air ½ gelas belimbing lebih sedikit. | 5
    



Tambahkan kecap manis, kecap asin, saori, merica bubuk, garam dan penyedap rasa. Koreksi rasa | 6
    



Masukkan bihun dan tunggu hingga touge dan caisim masak sempurna. Tambahkan daun bawang | 7
    



Bihun goreng jawa siap dihidangkan. Bisa ditambahkan topping kobis"
Jus Sehat - Semangka Apel,https://cookpad.com/id/resep/15293706-jus-sehat-semangka-apel,1/2 buah semangka merah (1 kg); 4 buah apel malang (hijau),"1
    



Siapkan bahan, potong apel dan semangka. | 2
    



Proses menggunakan juicer, hasilnya 800 ml jus. Hasil jus tergantung jenis buahnya. Setiap semangka punya kadar air yang berbeda. | 3
    



Jus siap dinikmati."
Cake oat pisang kepok kukus (MPASI Snack 1th+),https://cookpad.com/id/resep/17163208-cake-oat-pisang-kepok-kukus-mpasi-snack-1th,"10 sdm Oat (aku pakai produk Muesli, multi oat); 2 bh Pisang Kepok Mateng (bisa diganti dengan pisang lain); 2 btr Telur Ayam (aku pakai 1, karena adanya itu. Pake telur bebek utk BB booster); 2 sdm Gula Pasir (bisa diskip atau ganti yang lebih sehat); 2 sdm Minyak Goreng (bisa diganti Minyak sehat yang lain); 1/2 sdt Garam halus; 1 sdt Soda Kue (wajib pake ya); Keju cheddar/ kacang almond untuk topping (bisa diganti yang lain); Pewarna makanan (optional, disini aku pake warna ungu malah jadi kayak biru gitu)","1
    



Haluskan Oat dengan blender/chopper, sisihkan | 2
    



Kocok Telur dengan Gula pasir dan garam sampai berbusa, sisihkan (aku pakai garpu aja) | 3
    



Haluskan pisang kepok dengan garpu, kalau mau berserat bisa jangan terlalu halus ya lumatinnya. Lalu campur ke dalam adonan telur tadi. Aduk rata | 4
    



Masukkan oat yang sudah menjadi tepung dan soda kue ke dalam adonan pisang sebelumnya, aduk rata. Lalu tetesi pewarna makanan 1-2 tetes dan minyak goreng, aduk rata kembali. | 5
    



Masukkan adonan ke dalam wadah kue lalu paruti keju atau topping lainnya | 6
    



Siapkan kukusan, ketika sudah mendidih, masukkan wadah adonan kue ke dandang lalu tutup. Tunggu sekitar 45 menit. Matikan api jika sudah matang ditandai dengan hasil yang mengembang, buka tutup dandang. Dimakan ketika hangat lebih nikmat"
Granolla overnite oat!,https://cookpad.com/id/resep/15568361-granolla-overnite-oat,1 bks Oat; 250 gr Granolla; Yogurt plain 1cup kecil; Yogurt buah 1cup kecil; 2 sendok makan Susu uht segar,"1
    



Campur semua dalam wadah, aduk rata. Boleh tambahkan madu kalau suka manis | 2
    



Saya kasih toping buah dan cashew, toping sesuai selera aja ya❤️😍"
Salad Buah Sehat dan Simple,https://cookpad.com/id/resep/11766730-salad-buah-sehat-dan-simple,5 potong melon; 5 potong buah naga; 5 potong pepaya; 1/2 buah alpukat mentega; 5 potong apel; 1 sdm susu kental manis putih; 2 sdm keju parut; 2 sdm mayonais putih merk mamasuka,"1
    



Potong buah2an yang disukai, contoh melon, pepaya, apel, naga, alpukat. Tempatkan dalam 1 wadah | 2
    



Masukkan mayonais dan susu kental manis putih. Tidak perlu diaduk, nanti susu kental manis akan mencair sendiri | 3
    



Tambahkan parutan keju diatasnya. Untuk pemanis bisa diberi potongan jeruk / strawberry diatas parutan keju."
"DIMSUM AYAM (SEHAT, RENDAH KALORI, BERNUTRISI)",https://cookpad.com/id/resep/12559358-dimsum-ayam-sehat-rendah-kalori-bernutrisi,1/4 dada ayam (yang sudah diblender/di haluskan); Kulit pangsit (homemade); 2 sdm Tepung tapioka; 1 butir telur; 1 buah wortel (yg sudah dparut); 1 batang daun bawang (yg sudah di iris); 2 siung bawang putih (yg sudah dihaluskan); Secukupnya garam; Secukupnya penyedap rasa (royco); Secukupnya merica bubuk,"1
    



Masukan ayam yang sudah diblender/dihaluskan, wortel (sisakam sejumput utk garnish), daun bawang, penyedap rasa, garam, merica bubuk, telur dan tepung tapioka ke dalam wadah, lalu aduk hingga tercampu rata | 2
    



Adonan setelah tercampur rata | 3
    



Lalu, siapkan kulit pangsit (ada d resep sebelumnya), da isi dengan adonan ± setengah sendok makan. Beentuk, lagi beli garnish dengan wortel diatasnya | 4
    



Lalu, sembari membentuk adonan lain, panaskan panci berisi air utk mengukus adonan, jangan lupa tutup panci dibungkus dengan kaain atau lap agar uap tak menetes pada adonan. Tunggu hingga air mendidih, lalu kecilkan apinya, dan masukan adonan yg sudah dibentuk tadi. Kukus selama 20 menit | 5
    



Setelah selesai, angkat lalu sajikan hangat2 dengan saus cabai. Selamat mencobaa:)))))"
Puyunghai bolognese tempe sehat,https://cookpad.com/id/resep/17298799-puyunghai-bolognese-tempe-sehat,"20 butir telur ayam; 2 sdm bumbu putih munik; 500 gram dada ayam; 500 gram paha ayam; 1 bonggol sawi putih; 2 buah wortel; 1 batang daun bawang; 1 sdt bumbu putih munik; 15 sdm tepung terigu; 10 sdm tepung maizena; 1/2 sdt lada bubuk; 3 sdm minyak goreng untuk menumis; Bahan saus :; 5 sdm minyak goreng; 1 buah bawang bombay; 1 sdm bumbu munik; 1 buah wortel; 10 sdm saus tomat; 5 sdm saus cabai; 5 sdt gula pasir; 1,5 sdt garam halus; 300 ml air; 1/2 papan tempe haluskan; 425 gram jamur kalengan","1
    



Siapkan bahan-bahannya. | 2
    



Mistery box kelompok 1. | 3
    



Potong-potong kecil fillet dada ayam natural poultry dan fillet paha ayam natural poltry. | 4
    



Iris halus daun bawang. | 5
    



Potong-potong korek api wortel, iris halus sawi putih. Iris tipis memanjang bawang bombay. | 6
    



Aduk rata sawi putih dan wortel. | 7
    



Kocok telur ayam bersama bumbu dasar putih munik, garam halus, dan lada bubuk. | 8
    



Tambahkan kaldu jamur, aduk rata. | 9
    



Panaskan minyak, tumis fillet ayam sampai berubah warna. | 10
    



Masukkan ke dalam kocokan telur wortel, sawi putih, daun bawang dan tumisan ayam. | 11
    



Aduk rata tepung maizena dan tepung terigu protein sedang. Lalu masukkan ke kocokan telur. | 12
    



Panaskan minyak, lalu masukkan adonan puyunghai, tunggu sampai bawahnya kecoklatan, balik dan masak sampai matang. Angkat. | 13
    



Untuk sausnya. Panaskan minyak lalu tumis bawang bombay sampai harum. Masukkan wortel dan bumbu putih munik, tumis apa sayuran matang. | 14
    



Masukkan saus tomat, saus sambal, air, gula pasir, dan garam halus. Tambahkan tempe yang dihaluskan, aduk rata. | 15
    



Potong-potong jamur, masukkan ke dalam saus, masak sebentar lagi sambil diaduk. Test rasa lalu angkat. | 16
    



Taro puyunghai di piring, siram dengan sausnya. | 17
    



Siap disajikan."
Telur Dadar Oatmeal,https://cookpad.com/id/resep/15572330-telur-dadar-oatmeal,"2 sdm munjung oatmeal; 50 ml air panas; 2 butir telur ayam; 1/4 sdt garam; 1/4 sdt kaldu bubuk; 1/4 sdt lada bubuk; 2 sdm irisan kol; 1,5 sdm wortel parut; 1 btg daun bawang; 1 buah sosis; 1 buah cabe merah keriting; 1 siung bawang putih; 1 siung bawang merah","1
    



Seduh oatmeal instan (quaker merah instan) dengan air panas, diamkan hingga mengembang | 2
    



Kocok lepas telur bersama garam, lada bubuk dan kaldu bubuk | 3
    



Cincang halus bawang merah, bawang putih, iris2 cabe, kol, daun bawang, serut wortel dan potong2 kotak sosis | 4
    



Masukkan baput, bamer, cabe, sosis dan irisan sayuran ke dalam kocokan telur, aduk rata, kemudian tambahkan oatmeal yg sudah mengembang, aduk rata | 5
    



Lelehkan mentega lalu goreng adonan telur, masak dengan api kecil, balik telur masak sisi satunya, angkat | 6
    



Sajikan"
Jus Kulit Mangga Chia Seed,https://cookpad.com/id/resep/13918899-jus-kulit-mangga-chia-seed,2 buah Mangga (optional); 250 ml Susu Cair (me susu bubuk + air matang); 3 sdm Madu; 1 sdm Air Lemon; 1 sdm Garam (untuk merendam kulit mangga); Tambahan; 1 sdt Chia Seed; Es Batu,"1
    



Cuci bersih buah mangganya dengan air matang. Kupas mangganya dan pisahkan kulit mangganya di wadah | 2
    



Beri garam dan air matang. Rendam selama 1 jam. Bilas dengan air matang | 3
    



Potong dan masukkan ke blender dan beri perasan lemon | 4
    



Masukkan susu cair (me susu bubuk + air matang). Blender hingga halus | 5
    



Saring jus kulit mangganya. Siapkan gelas dan beri madu | 6
    



Jika ingin dingin bisa ditambah dengan es batu lalu tuang jus kulit mangga yang sudah disaring. Beri toping chia seed | 7
    



Jika segera diminum, jangan lupa diaduk dulu ya..Selamat Menikmati"
Salad Buah JSR (Jurus Sehat Rasulullah),https://cookpad.com/id/resep/14412680-salad-buah-jsr-jurus-sehat-rasulullah,1 buah Alpukat; 1 buah Apel; 1 buah Pirr; 12 buah kurma sukari; Bahan Kuah; 500 ml susu kambing; 1 buah jeruk nipis (peras); Secukupnya sirup maple/madu (saya pakai madu); Topping; Secukupnya keju (boleh di skip); Secukupnya chia seeds,"1
    



Potong-potong buah,,masukkan dalam cup. | 2
    



Buat kuah/saus nya dulu,,dg cara beri perasan jeruk nipis di susu kambing,,lalu beri madu.. | 3
    



Tuang kuah pada potongan buah di cup,,lalu tambahkan parutan keju dan chia seeds. Simpan di freezer kurleb 4 jam biar lebih enak..."
Sup Sehat,https://cookpad.com/id/resep/14478045-sup-sehat,150 Gram Wortel; 75 Gram Buncis; 1 Buah Kentang; 1 Buah Jagung Manis; 50 gram daging sapi; 6 Siung Bawang Merah; 5 Siung Bawang Putih; 1 Sendok Teh Merica; 1 Sendok Teh Garam; 1 Sendok Teh Gula; 1 Sendok Teh Royco,"1
    



Siapkan bawang merah,bawang putih,haram secukupnya Dan merica,lalu haluskan | 2
    



Siapkan sayuran Yang sudah dipotong Dan sudah dicuci bersih | 3
    



Didihkan air lalu masukkan daging,masak sampai daging matang | 4
    



Kemudian masukkan bumbu halus,Royco dan semua sayuran dalam panci lalu tambahan daun bawang.masak sampai matang | 5
    



Setelah matang sajikan dalam wadah | 6
    



Selamat mencoba❤️"
5. Acar Sehat a la dr. Zaidul Akbar,https://cookpad.com/id/resep/12236507-5-acar-sehat-a-la-dr-zaidul-akbar,Bahan :; Tomat; Bawang merah; Timun; Cabe merah; Nanas; Daun jeruk utk garnish; 2 sdt air jeruk nipis,"1
    



Semua bahan dipotong kecil kecil sesuai selera | 2
    



Dikasih air perasan jeruk nipis. Aduk aduk. | 3
    



Dikasih potongan daun jeruk purut utk hiasan. Sajikan"
Mie Instan sehat,https://cookpad.com/id/resep/16022528-mie-instan-sehat,1 bh mie jiwa pagi dari Kobe; secukupnya Air; 1 buah telur mata sapi; Sayuran,"1
    



Rebus air hingga mendidih masukkan mie jiwa pagi dari Kobe | 2
    



Siapkan bumbu lalu aduk rata, beri toping telur mata sapi dan sayuran"
Bubur Oatmeal telur orak arik,https://cookpad.com/id/resep/16764748-bubur-oatmeal-telur-orak-arik,"45 gr oatmeal; 1 butir telur ayam; 30 ml susu cair untuk telur orak arik; 1 genggam daun bayam; 1 pasang hati ampela ayam (rebus, potong2); 1 buah wortel (parut); 200 ml susu cair untuk bubur","1
    



Kocok telur dengan susu cair hingga rata lalu tuang dalam wajan berisi canola oil, orak arik, lalu angkat dan sisihkan 
Tumis wortel parut dan ati ampela ayam | 2
    



Masukkan bawang bombay, masak hingga layu, masukkan susu cair, aduk hingga rata dan agak mendidih, masukkan daun bayam | 3
    



Tambahkan garam Himalaya, oatmeal, aduk hingga rata | 4
    



Angkat dan siap di nikmati selagi masih hangat"
Menu Diet Sehat Untuk Makan Malam,https://cookpad.com/id/resep/13143467-menu-diet-sehat-untuk-makan-malam,"200 gram sayuran (kol, wortel, bunga kol, labu siam, baby bunc); 80 gram tahu cina(1 potong); 100 gram kentang(sbg karbohidrat); Sejumput garam","1
    



Siapkan semua bahan | 2
    



Cuci bersih potong potong sesuai selera, rebus hingga empuk, kasih garam. | 3
    



Setelah mateng semua, siapkan wadah sajikan."
Overnight oats #2 (Strawberry),https://cookpad.com/id/resep/14835565-overnight-oats-2-strawberry,4 sdm rolled oats; 1 sdm chia seed; 50 gr strawberry; 100 ml susu low fat; 40 ml greek yogurt,"1
    



Masukkan semua bahan. | 2
    



Aduk rata dan tutup rapat. | 3
    



Diamkan kulkas 8 jam dan siap santap"
Crunchy oatmeal cookies,https://cookpad.com/id/resep/14514353-crunchy-oatmeal-cookies,"125 gram tepung terigu; 125 gram mentega; 75 gram gula palem/ gula putih bubuk (sesuai selera); 1 kuning telur; 1/4 sdt baking powder; 100 gr oatmeal, blender kasar 5 detik saja; 1 sdm dark raisins/gold raisins; Almond/peanut flakes; 1/2 sdt bubuk kayu manis","1
    



Siapkan semua bahan sesuai dengan takarannya masing-masing. Panaskan oven pada suhu 160'C. | 2
    



Mix gula palem (saya ayak dulu) dan mentega hingga campur halus. Setelah tercampur rata, lalu masukkan kuning telur dan mix lagi. | 3
    



Masukkan tepung yang diayak dan baking powder. Aduk dengan spatula. | 4
    



Masukkan oats, kismis dan isian lainnya lalu aduk hingga rata dengan spatula | 5
    



Olesi loyang dengan butter atau lapisi kertas minyak (saya lagi nggak ada baking paper dan pan saya hanya satu). Utk hasil terbaik, bagi adonan untuk dua pan. Bentuk bulat dengan scoop ice cream, rapikan dengan jari. Panggang dengan suhu 160'C selama 25-35 menit tergantung ovennya ya. | 6
    



Pas disantap dengan kopi."
Schotel Tahu Sehat dan Enak,https://cookpad.com/id/resep/12850587-schotel-tahu-sehat-dan-enak,"2 buah tahu besar, haluskan; 1 buah wortel, parut; 1 batang daun bawanh, iris halus; 2 batang seledri, iris halus; 2 sdt kecap manis; Bumbu halus; 2 bh bawang merah; 1 siunh bawang putih; 1 cm kunyit; 1/2 sdt ketumbar; 1/2 sdt garam","1
    



Panaskan kukusan, siapkan magkuk manekin, olesi sedikit minyak. Haluskan bumbu. | 2
    



Campur tahu yg sudah dihaluskan denga parutan wortel, bumbu halus, daun bawanh, seledei, aduk rata di dalam wadah. Pindahkan ke manekin. Siram atasnya dengan sedikit kecap manis. | 3
    



Kukus selama 20 menit. Sajikan selagi hangat."
Sambal Sehat,https://cookpad.com/id/resep/10899988-sambal-sehat,Cabe; Tomat; Bawang Merah; Bawang Putih; Garam/Himsalt; Gula aren/Kurma,"1
    



Panaskan panci kukusan hingga airnya mendidih atau keluar uapnya | 2
    



Masukkan bahan cabe, tomat, bawang merah, bawang putih dan kukus hingga matang | 3
    



Blender semua bahan yang telah dikukus dan tambahkan garam (kalau aku pakai himsalt) dan gula aren | 4
    



Sambal siap di santap. Bertahan selama seminggu | 5
    



Selamat mencoba"
Oat Choco Cookies,https://cookpad.com/id/resep/15506032-oat-choco-cookies,2 sdm oat (me: oat merk energen); 4 sdm terigu protein sedang; 1 sdm coklat bubuk; 4 sdm mentega; 5 sdm gula pasir; 1 sdm maizena,"1
    



Campur semua bahan. Kalau diresep asli oat nya di haluskan dulu. Tp q ga...🤭 | 2
    



Uleni sampai tercampur rata saja. Tidak perlu ditambah air. | 3
    



Bulatkan adonan. Untuk beratnya selera aja ya... | 4
    



Beri motif dengan garpu/ saringan teh, saya pake tutup toples. Oven dengan api atas bawah selama 15menit suhu 150⁰ (sesuaikan oven masing-masing)
Resep asli cukup dipanggang di teflon tertutup dengan api kecil seperti lilin."
Pizza Oatmeal,https://cookpad.com/id/resep/16621136-pizza-oatmeal,Bahan Adonan; 10 sdm oatmeal merah (blender sampai halus seperti tepung); 1 sdm tepung maizena; 1/2 sdt garam; 1/4 sdt baking soda; 100 ml air; Topping; Saos pasta (aku pakai saus pasta bolognese); Sosis (potong tipis tipis); Jamur kancing; Paprika (potong kecil kecil); Bawang bombay (potong tipis tipis); Mozzarella; Garam; Margarine; Basil; Paprika bubuk,"1
    



Masukkan semua bahan adonan di panci anti lengket aduk aduk terlebih dahulu lalu nyalakan api kecil sambil terus di aduk hingga berubah jadi seperti adonan menggumpal dan matikan api | 2
    



Ketika adonan tadi sudah lumayan dingin pipihkan di telpon anti lengket seperti bentuk roti pizza, sisihkan | 3
    



Masak jamur kancing terlebih dahulu dengan menggunakan margarine dan beri bumbu garam, basil dan paprika bubuk. Masak sebentar saja ga perlu lama lama, angkat dan sisihkan | 4
    



Ambil saos pasta dan ratakan di atas adonan yg di teflon lalu beri topping dan terakhir jangan lupakan keju mozzarella | 5
    



Masak di api yang kecil kurang lebih 10-15 menit atau bisa diliat lagi keringnya adonan oat tadi dan jangan lupa di tutup atasnya agar keju mozza meleleh. Kalau sudah matang angkat dan silahkan dinikmati"
Pancake Oats Madu Sarapan Sehat,https://cookpad.com/id/resep/10352762-pancake-oats-madu-sarapan-sehat,Bahan adonan; 5-6 sdm oats (bisa pakai oats apa saja); 1 butir telur ayam; Sedikit Baking Powder; Sedikit Himalayan Salt; Secukupnya susu cair (me: susu cair coconut delight); Frying; Sedikit VCO (virgin coconut oil); Topping; secukupnya Madu murni; tambahan topping; Potongan mangga; secukupnya Chia seed,"1
    



Kocok telur dalam wadah dan campir semua adonan jadi satu | 2
    



Panaskan pan/teflon spray dengan VCO | 3
    



Tuang adonan yg telah dicampur ke pan panas yg telah di beri vco, pakai swndok sayur ya 1 swndok sayur adonan dan diratakan dikit bentuk bulat otomatis, pakai api kecil, balik pamcake biar ndak gosong | 4
    



Seletah matang, sajikan dgn topping madu di atasnya"
"Green Smooties sarapan sehat (kenikir, pegagan, nanas, dll)",https://cookpad.com/id/resep/14751767-green-smooties-sarapan-sehat-kenikir-pegagan-nanas-dll,Pisang beku; Nanas beku; 3 lembar Selada keriting; 1 genggam Pegagan; 3 lembar Kenikir; Air kelapa muda; Beberapa iris timun,"1
    



Masukkan buah² beku&timun. 
*untuk yg baru mencoba bisa lebih banyak porsi buah supaya tidak kaget rasa sayurnya. | 2
    



Masukkan sayuran hijau.
*untuk pegagan bisa lebih sedikit, mungkin tubuhnya tdk biasa & timbul reasi pusing, mual, diare, dll. | 3
    



Masukkan air kelapa muda supaya lebih segar & mempermudah proses blend. | 4
    



Blend hingga halus (tergantung blender masing² ya) | 5
    



Tadaaaa! Green smoothies siap kamu nikmati 😀"
"Juice sehat selalu (apel, pear, pepaya, timun)",https://cookpad.com/id/resep/10946265-juice-sehat-selalu-apel-pear-pepaya-timun,1 apel merah; 1 pear hijau; 1/4 pepaya ukuran kecil; 1 buah timun; 2 sdm madu,"1
    



Suapkan bahan. Blender semua bahan setelah dipotong-potong. | 2
    



Hidangkan dan tambahkan madu."
Healthy choco banana oat cookies,https://cookpad.com/id/resep/14839714-healthy-choco-banana-oat-cookies,140 gr oat; 175 gr overripe banana; 1/2 sdt baking powder; 2 sdt bubuk coklat; 1 buah telur; 1 sachet tropicana slim; topping; chocochip; brown sugar,"1
    



Blender pisang sampai lembutsatukan dengan oat yg telah dihaluskan(saya 80% dihaluskan 20 %utuh) | 2
    



Di wadah lain satukan telur,baking powder, tropicana slim, dan coklat bubuk. aduk sampai rata (saya pakai mixer) | 3
    



Gabungkan campuran 1 dan 2 lalu bentuk dengan swndok takar danbtaburi topping | 4
    



Panggang hingga matang"
Overnight oats,https://cookpad.com/id/resep/16737913-overnight-oats,1 buah pisang; 4 sdm oat; 1 sdm chiaseed; 1 sdm yogurt; 3 buah kurma; 100 ml susu,"1
    



Lumatkan pisang | 2
    



Tambahkan oat, chiaseed, susu, dan Yogurt | 3
    



Aduk rata hingga semua bahan tercampur semua. Tutup rapat, Masukkan ke dalam kulkas, tunggu hingga semalaman atau min 8 jam | 4
    



Siap disajikan dengan tambahan potongan kurma"
Overnight oatmeal,https://cookpad.com/id/resep/16432227-overnight-oatmeal,15 gr oatmeal (captain oat biru); 100 ml susu UHT lowfat; 55 gr cimory squeeze yogurt aloevera; 1 sdt madu; 30 gr buah naga; 30 gr buah mangga,"1
    



Tuang oatmeal di wadah kaca, beri susu lowfat, yogurt cimory rasa aloe vera & madu | 2
    



Tambahkan buah naga & mangga. Tutup wadahnya. Masukkan kulkas simpan semalaman untuk sarapan"
Kunyit sedu promil (jurus sehat rosulullah),https://cookpad.com/id/resep/11135570-kunyit-sedu-promil-jurus-sehat-rosulullah,Bahan :; 1 cm jahe; 1 batang serai; 2 jari kunyit; 1/2 jeruk nipis; 1 sdm madu; 1 gelas air panas,"1
    



Bersihkan dan cuci bersih jahe, kunyit dan serai. Iris tipis2 masukkan dalam gelas.Sedu dengan air panas. | 2
    



Setelah hangat tambahkan madu dan jeruk nipis. Minum selagi hangat."
Tumis bunga kol sehat (cocok untuk diet),https://cookpad.com/id/resep/15321595-tumis-bunga-kol-sehat-cocok-untuk-diet,1 mangkuk kecil bunga kol; 3 siung bawang putih; 2 siung bawang merah; 2 buah cabe (bisa tambah kalau mau pedas); Garam 1 sdt/sesuai selera; Penyedap 1/2 sdt/sesuai selera; Gula secukupnya (saya tidak pakai); 1 sdm minyak untuk menumis,"1
    



Potong bunga kol jadi kecil - kecil. Biar lebih mudah dimasak | 2
    



Siapkan bumbu - bumbu yang akan ditumis | 3
    



Tumis bawang merah, bawang putih dan cabe hingga harum dengan sedikit minyak | 4
    



Detelah harum masukkan air secukupnya dan bumbui dengan garam, penyedap, dan gula (saya tidak pakai gula) | 5
    



Tunggu air hingga mendidih. Jika sudah me didih masukkan bunga kol. Lalu tinggu hingga matang sekitar 5 menit. | 6
    



Tumis bunga kol siap untuk dihidangkan ☺️"
Es semangka chiaseed,https://cookpad.com/id/resep/15589454-es-semangka-chiaseed,Sepotong semangka; es batu; 1 sdm chiaseed; Minuman Lidah buaya dan airnya,"1
    



Siapkan semangka, congkel bagian bawah semangka, siapkan gelas saji. Tambahkan es batu dan buah semangka. | 2
    



Tambahkan chiaseed, tambahkan minuman lidah buaya dan ambil jg airnya. Aduk rata. Sajikan."
Oatmeal cookies,https://cookpad.com/id/resep/16198317-oatmeal-cookies,Bahan A; Margarin 250gr (me: palmia royal); 150 gr Gula pasir halus; 30 gr Palm sugar; 1/2 sdt Vanili; 2 butir Kuning telur; Bahan B; 275 gr Tepung terigu; 10 gr Susu bubuk; 15 gr Coklat bubuk; 1/2 sdt BP; 125 gr Quaker Oat; Topping; Chocochips,"1
    



Siapkan bahan. Campurkan margarin, gula halus dan vanili, mixer campai bahan tercampur, masukan kuning telur, mixer lg sebentar. | 2
    



Masukkan bahan B, Tepung terigu, susu bubuk, BP, dan coklat bubuk, aduk rata. Beri quaker aduk rata lagi, lalu tambahkan chocochips... Aduk secukupnya. | 3
    



Siapkan loyang yg sudah dialasi baking paper. Lalu cetak adonan menggunakan 2 sendok makan, atau bs di bentuk sesuai selera. Setelah selesai cetak adonan, msh sy kasih tambahan chocochips diatasnya (optional). Panaskan oven, selama 10-15 menit. Panggang dgn suhu 130 selama 35-40 menit, sesuaikan oven masing². Tunggu hingga dingin lalu simpan ke dalam toples."
Kestangel Oat simpel,https://cookpad.com/id/resep/14617563-kestangel-oat-simpel,300 gr oatmeal instant; 200 gr keju edam; 200 gr margarine; 35 gr susu bubuk (saya pakai tropicana slim); 1 kuning telur; Untuk olesan dan taburan; 1 butir kuning telur; secukupnya Keju parut,"1
    



Margarine dan kuning telur kocok2 hingga rata, lalu masukan keju parut kocok2 lagi sampai rata, lalu masukan oatmeal dan susu bubuk adon sampai tercampur rata | 2
    



Giling adonan dengan botol lalu cetak (saya gak punya cetakan 😔 jadinya potong2 pakai pisau) | 3
    



Letakan adonan yang sudah dibentuk diatas loyang, olesi dengan kuning telur dan taburi keju parut, lalu panggang hingga matang (saya sampai coklat biar dimakannya garing krinyis-krinyis) | 4
    



Siap di nikmati dengan di temani kopi atau teh... slamat mencoba"
