Judul,URL,Bahan,Langkah
Kaldu ayam organik alami (eating clean),https://cookpad.com/id/resep/6940664-kaldu-ayam-organik-alami-eating-clean,"Secukupnya sisa potongan lemak,kulit & ujung pantat ayam organik; 2 sdt garam (me : volcano salt); 1 sdm cuka apel (optional. Fungsi : u/ menarik keluar mineral); Sejumput ketumbar bubuk; Sejumput lada bubuk; 1.5 lt Air matang; 1 sdm minyak kelapa (coconut oil)","1
    



Masukkan semua bahan ke dalam panci | 2
    



Rebus dengan api kecil selama +/- 2.5 jam atau sampai dengan air berkurang dan tersisa tinggal 1/2 dari awal pengisian panci (jadi 750 ml) | 3
    



Saring dan masukkan ke kotak2 es. Agar mudah saat penggunaan untuk memasak tinggal ambil 1 kotak es dan campurkan ke olahan masakan | 4
    



Selesai deh 😘 ga perlu lg bumbu masak instan macem R*yc* atau m*s*k*. Masakan tetap enak, gurih dan bebas MSG. Cocok untuk olahan makanan bayi atau pola hidup sehat seperti eating clean 😎. Selamat mencobaaaa"
Telur tahu jagung (eat clean real food),https://cookpad.com/id/resep/3183723-telur-tahu-jagung-eat-clean-real-food,1 bh jagung manis; 1/2 potong tahu putih; 2 bh telur ayam atau telur asin mentah; 1 sendok mentega; optional keju parut,"1
    



Masukkan semua bahan satu persatu dalam wadah stainless atau panci kecil | 2
    



Kocok semua aduk sampai rercampur rata | 3
    



Steam selama kurang lebih 15menit. | 4
    



Angkat dan sajikan hangat."
Sup Sayur Kombinasi (Eat Clean),https://cookpad.com/id/resep/4025503-sup-sayur-kombinasi-eat-clean,2 buah wortel potong bulan; 1 jagung manis pipil; 1 bungkul brokoli potong potong; 2 siung bawang putih geprek; 1 sdt garam; 1/2 sdt lada bubuk; 500 ml kaldu ayam; 1/2 sdt minyak sayur,"1
    



Panaskan wajan masukkan minyak | 2
    



Tumis bawang putih hingga harum | 3
    



Masukkan air kaldu aduk merata | 4
    



Campurkan semua sayur ke dalam kuah kaldu | 5
    



Tunggu hingga sayur masak dan mendidih | 6
    



Sup sayur kombinasi siap dinikmati"
Clean Eating Aini'Cooking #26,https://cookpad.com/id/resep/23992202-clean-eating-ainicooking-26,10 slice beef; 1 bungkus jamur enoki; secukupnya Saus bbq korean delmonte; 1 buah wortel kecil; 1 bonggol brokoli hijau; Bumbu potong untuk tumis; 2 Bawang merah; 2 bawang putih; 1/4 bawanng bombay; 1 buah tomat,"1
    



Siapkan semua bahan lalu potong dan cuci bersih. | 2
    



Siapkan jamur enoki, cuci bersih potong akarnya. Lalu bagi menjadi beberapa bagian. Kemudian gulung dengan beef. | 3
    



Panaskan wajan tumis bamer,baput, bombay, cabai dan tomat tanpa minyak. | 4
    



Masukkan beef gulung enoki, tambahkan sedikit air. Masukkan saus korean bbq delmonte secukupnya. Aduk rata secara perlahan. | 5
    



Masukkan wortel dan brokoli. | 6
    



Masak hingga matang. | 7
    



Koreksi rasa. | 8
    



Sajikan."
Bakso Ikan Oatmeal,https://cookpad.com/id/resep/10888526-bakso-ikan-oatmeal,"300 gram daging ikan (ikan apa aja) giling/blender; 6 sdm oatmeal dihaluskan pakai blender; 200 gram wortel, parut pakai parutan keju; 3 batang seledri, iris halus; 1 butir telur ayam; 1/4 sdt garam; 1 sdt merica bubuk; 1 sdt kaldu bubuk; 1 sdm minyak goreng, krn menu eat clean, sy pakai minyak soya; 1 liter air untuk merebus bakso; Bumbu Halus; 2 siung bawang merah; 3 siung bawang putih","1
    



Kupas dan cuci bersih bawang merah dan bawang putih. Goreng bawang hingga matang dan berwarna kecoklatan, haluskan. Sisihkan. | 2
    



Campurkan daging ikan giling, tepung oatmeal, parutan wortel, irisan seledri, telur, bumbu halus, garam, merica dan kaldu bubuk. Aduk-aduk hingga tercampur rata, sy aduk pakai sendok makan, krn males cuci tangan 😂🤣 | 3
    



Ambil 1 sendok makan adonan, bulatkan adonan seperti bakso. Saya bulat2kannya agak besar2 biar cepet selesai, jadi kurleb 13 Bakso. | 4
    



Panaskan air hingga mendidih, masukkan bakso ke dalam air mendidih hingga mengapung, biarkan 5 menit, angkat dan tiriskan. | 5
    



Bakso bisa diolah langsung menjadi beberapa menu masakan, menu berkuah atau menu tanpa kuah, bahkan bisa dijadikan bekal ke sekolah atau tempat bekerja. | 6
    



Bakso bisa juga dimasukkan dalam wadah bertutup untuk dapat disimpan ke dalam kulkas."
Suki Kuah Kaldu Ayam (Eat Clean Series) sehat dan bergizi,https://cookpad.com/id/resep/1304686-suki-kuah-kaldu-ayam-eat-clean-series-sehat-dan-bergizi,"1/4 kg dada ayam; 1/2 buah bawang bombay; beberapa irisan wortel; 1/2 buah jeruk nipis utuk melumuri ayam; 1 batang daun seledri; 1 sdm minyak zaitun untuk menumis; 500 ml air; 1 sdm kecap manis; secukupnya garam, lada, kaldu jamur; 1/4 kg pakcoy; secukupnya jamur enoki; 1 buah tahu telur (tofu); secukupnya daun bawang","1
    



Langkah pertama kita akan membuat kaldu, sebelum kita mencuci ayam, sebaiknya kita lumuri ayam dengan perasan jeruk nipis yg ditambahkan sedikit air, diamkan 15-20 menit baru cuci dengan air mengalir. Jeruk nipis berguna untuk menghilangkan bau amis dan bakteri yg ada pada daging mentah | 2
    



Sambil menunggu ayam yg di rendam jeruk nipis, potong wortel yg telah dikupas (kita hanya memerlukan 4-5 potong wortel saja, tidak keseluruhan dari wortel tersebut), bawang bombay (dipotong menjadi 4 bagian)dan seledri. Tidak perlu memotong terlalu tipis karena kita tidak akan memasaknya hingga matang, hanya sebagai perasa dan aroma pada air kaldu | 3
    



Tumis potongan wortel, bawang Bombay dan daun seledri. Seperti biasa saya menumis menggunakan minyak zaitun, tidak perlu menunggu minyak panas untuk menumis. Karena akan merusak kandungan pada minyak zaitun | 4
    



Tumis sebentar, tidak perlu matang cukup berwarna kecokelatan, layu dan tercium aroma harum, masukan daging ayam, aduk aduk sebentar | 5
    



Setelah ayam bercampur dengan tumisan, masukan air hingga menutupi daging ayam. Tutup panci hingga air mendidih. Ketika air mendidih, kecilkan api dan bersihkan air kaldu dari buih-buih atau muncul di permukaan sambil sesekali diaduk. | 6
    



Matikan api, kemudian saring air kaldu. | 7
    



Setelah air disaring, masukan kembali air kaldu kedalam panci. Air kaldu tersebut masih hambar. Maka masukan garam, lada, kaldu jamur secukupnya dan 1 sendok makan kecap manis. Jika terlalu kental bisa ditambahkan air hingga kepekatan sesuai selera. Koreksi rasa. Kuah ini lah yg menjadi kunci kelezatan suki yg kita masak. Jadi pastikan rasanya sudah sesuai. | 8
    



Sambil menunggu kuah mendidih, siapkan bahan-bahan suki. Potong-potong tahu telur, pakcoy, dan siapkan jamur enoki. (Saya memberikan tambahan tauge karena masih ada sisa dikulkas bukan dari bagian resep) | 9
    



Masukan daging ayam dan tahu telur terlebih dahulu. Tutup panci hingga tahu matang. Setelah matang, masukan pakcoy dan jamur enoki ke dalam wajan, hanya di celupkan sebentar saja, agar tekstur dr jamur dan pakcoy masih krispi. | 10
    



Hidangkan pada mangkok dan taburi daun bawang. Cocok untuk menghangatkan badan terutama di musim hujan seperti sekarang ini."
Tahu Bacem (Eat Clean Version),https://cookpad.com/id/resep/16748633-tahu-bacem-eat-clean-version,"2 1/2 blok besar tahu (atau 10 buah tahu kecil); 1 blok gula merah, iris-iris; 2 sdm kecap; 2 sdm bumbu putih (bisa diganti 4 buah bawang putih, 2 buah bawang merah, dan 1/2 sdt merica yang dihaluskan); 2 sdt garam; 1 sdt ketumbar bubuk; Secukupnya air; 5 sdm minyak goreng","1
    



Belah tahu menjadi 2 secara vertikal, lalu belah 2 kembali secara horizontal, kemudian belah di diagonalnya. 1 blok tahu bisa menjadi 8 buah segitiga. Jika menggunakan tahu kecil, skip ke step nomor 2. | 2
    



Tata tahu di dalam panci. Disarankan menggunakan panci berdiameter lebar supaya hemat air dan tidak lama memasaknya. | 3
    



Masukkan semua bahan kecuali air dan minyak goreng. Tambahkan air secukupnya hingga merendam tahu. Aduk rata secara perlahan. | 4
    



Masak di atas api besar hingga bumbu susut. Angkat tahu dari kuahnya. Sisihkan. | 5
    



Panaskan 5 sdm minyak goreng di wajan anti lengket. Goreng tahu hingga cokelat keemasan. Cukup 1x balik. | 6
    



Tiriskan, sajikan dengan nasi hangat dan sayur (me: sayur lodeh)."
Tomyam campur Modifikasi (Eat Clean Ideas),https://cookpad.com/id/resep/4014892-tomyam-campur-modifikasi-eat-clean-ideas,2 potong dada ayam fillet; 6 ekor udang kupas bersih; 1 buah brokoli; 2 buah kentang; 3 buah cabe merah besar; 3 siung bawang putih; 1 ruas daun bawang; 2 siung bawang putih; 1 sdt minyak goreng; 1 sdt garam; 1/2 sdt gula; 1/2 sdt lada bubuk; 2 buah tomat merah; 300 ml air; 4 ruas jari tempe potong dadu,"1
    



Haluskan bumbu: bawang putih, bawang merah dan cabe merah | 2
    



Rebus kentang hingga setengah matang (kemudian potong dadu) | 3
    



Potong dadu dada ayam, potong juga brokoli sesuai selera | 4
    



Panaskan wajan, masukkan minyak dan tumis bumbu halus | 5
    



Setelah agak wangi, tambahkan gula, garam dan lada | 6
    



Masukkan potongan dada ayam, oseng perlahan | 7
    



Tambahkan air setengahnya | 8
    



Masukkan potongan brokoli, udang, tempe dan kentang | 9
    



Potong dadu tomat kemudian masukkan kedalam masakan | 10
    



Aduk perlahan sambil menambahkan sisa air | 11
    



Koreksi rasa dan kemudian tunggu sampai brokoli dan semua bahan matang | 12
    



Tomyam campur modifikasi siap dinikmati. Selamat mencoba"
Jalapenos infused Vodka (NON Halal),https://cookpad.com/id/resep/15279854-jalapenos-infused-vodka-non-halal,5-10 pcs of greeny white chili (as substitute of real jalapeno); 2-3 tablespoons of Vodka; A small clean jar or small bottle,"1
    



Put all the chilis/jalapenos and vodka together in a bottle, soak the chili/jalapenos with 2-3 tablespoons of Vodka. 
Close tight the bottle cap, store it in a cool, dark place for at least one week, then it's ready for any soupy type of food. But with soba or ramen is the best!
Just put a drop or two, that is already more than enough to enhance the flavour! Enjoy!
*) This bottled jalapenos can be kept for a long time, the longer the better for the taste!"
Sop Tahu Eating Clean,https://cookpad.com/id/resep/11677737-sop-tahu-eating-clean,2 buah wortel uk kecil; 2 buah tahu putih uk kecil; 1 daun bawang; 1 daun sledri; 1 telur ayam kampung kocok lepas; Merica sckp; 3 kapulaga; Pala sckp; Garam himsalt sckp; 500 ml air,"1
    



Potong2 wortel, daun bawang, daun sledri, tahu sisihkan..sebelumnya sayur sdh di cuci smua. | 2
    



Masak air + kapulaga + pala sisir pkai pisau..tunggu sampai mendidih | 3
    



Masukan wortel + tahu, tunggu setengah matang masukin telur ayam sambil di aduk2..lalu masukin daun bawang,,klo sdh mateng matikan kompor..masukin garam himsalt, lada, aduk2 taburi daun sledri biar bau sop harum sledrii n gk amis telur..hmmmm yummyy segerrr bundaa👌🤤😍"
Banana Nestum Cake - Clean Eating,https://cookpad.com/id/resep/6266884-banana-nestum-cake-clean-eating,4 bh pisang raja; 8 sdm nestum (asli : oat); 3 btr telur; 1/4 sdt garam; 1/2 sdt kayumanis bubuk,"1
    



Blender semua bahan hingga tercampur rata | 2
    



Panggang dgn suhu 160 DC selama 45 menit sesuaikan dgn oven masing"""
Clean Eating Aini'Cooking #25,https://cookpad.com/id/resep/23986813-clean-eating-ainicooking-25,1 Potong dada ayam potong kecil sesuai selera; 3 lembar kubis potong sesuai selera; 3 cabe rawit iris tipis; 3 bawang merah cincang; 3 bawang putih cincang; 2 tomat potong sesuai selera; secukupnya Saus tiram; secukupnya Garam; secukupnya Kecap; secukupnya totole; Salad sayur; Secukupnya jagung rebus; Secukupnya wortel rebus; Secukupnya timun; Secukupnya selada; Secukupnya kewpie wijen shangrai,"1
    



Siapkan semua bahan. | 2
    



Rebus jagung dan wortel untuk salad. Lalu tiriskan | 3
    



Potong selada dan timun sesuai selera. | 4
    



Masukkan selada timun wortel dan jagung lalu siram dengan kewpie wijen sangrai. | 5
    



Siapkan wajan, tumis tanpa mingak bawang merah bawang putih cabai dan tomat hingga harum, masukkan dan aduk aduk hingga berubah warma kecoklatan. | 6
    



Masukkan air secukupnya. | 7
    



Masukkan saus tiram, garam, kecap dan totole secukupnya. | 8
    



Masak hingga air sedikit menyusut. | 9
    



Masukkan kubis. Aduk rata hingga layu. | 10
    



Koreksi rasa. | 11
    



Jika dirasa pas. Angkat lalu sajikan dengan salad yang telah dibuat."
Bolu kukus oatmeal microwave (eat Clean),https://cookpad.com/id/resep/5574353-bolu-kukus-oatmeal-microwave-eat-clean,4 sdm oatmeal instan; secukupnya Air hangat; 1 butir telur ayam kocok lepas; 1/2 sdt garam; 1/2 sdt lada bubuk; secukupnya Daun seledri  cincang halus; secukupnya Daun bawang  cincang halus; 2 slice smoke beef cincang,"1
    



Masukkan oatmeal dalam wadah tahan microwave | 2
    



Tambahkan lada, garam, daun bawang daun seledri dan air | 3
    



Aduk merata | 4
    



Masukkan telur kocok aduk hingga semua bahan tercampur | 5
    



Masak dalam microwave kurang lebig selama 5 menit | 6
    



Bolu kukus oatmeal siap dinikmati"
Capcay (acne clean diet food),https://cookpad.com/id/resep/11562411-capcay-acne-clean-diet-food,Veggies; Jamur tiram; Jagung pipil manis; Wortel; Brokoli; Seasoning/bumbu; 1/2 siung Bawang putih; 1 sdt Saus tiram lee kum kee; 1/2 sdt Totole (kaldu jamur); 1 sdt Merica; 1 cabai keriting,"1
    



Potong sesuai selera sayuran dan cuci, brokolinya rendem pake air garem dulu 5 mnt baru cuci. Kalian bisa pake sayuran apa aja yg kalian suka. | 2
    



Rebus di air mendidih, brokoli dan wortel 3mnt, saya gasuka sayur krn ada keras dan bau gitu jd agak lama rebusnya. Pisahkan | 3
    



Tumis bawang putih, jangan pakai minyak tp pakai air sedikit. Kalau sudah wangi, masukin jagung dan jamur, aduk-aduk sebentar dan masukin air 1/2gelas, tunggu sampai 2mnt. Lalu masukkan wortel dan brokoli yang sudah direbus, aduk-aduk. Lalu masukkan saos lee kum kee, kaldu jamur dan karena aku mantang makan pedes beralih pake merica yg agak banyak 1sdt. Tunggu 1mnt icip rasa, tambahkan sesuai selera"
Diet/clean food tumis tempe kecap manis,https://cookpad.com/id/resep/9868034-dietclean-food-tumis-tempe-kecap-manis,1 kotak tempe potong dadu; Bahan; 2 siung bawang merah; 4 siung bawang putih; 1 sdt merica; 3 biji cabe besar; Kecap; Gula; Garam; Penyedap,"1
    



Haluskan bahan diatas menggunakan blender atau diulek, tumis menggunakan teflon, tambahkan air masukan tempe, kecap, gula, garam, penyedap | 2
    



Tunggu sampai air meresap dan susut | 3
    



Koreksi rasa"
Soto Ayam (Menu Eat Clean),https://cookpad.com/id/resep/6628106-soto-ayam-menu-eat-clean,"2 potong dada ayam; 1 bungkus soun jagung; Haluskan; 4 siung  bawang merah,; 2 siung  bawang putih; 1 buah  kemiri; 1 ruas jahe, kunyit, lengkuas pipihkan; 1 lembar daun salam,daun jeruk; secukupnya kol, touge, buncis (bisa gunakan sayur sesuai selera); Jeruk nipis; secukupnya Gula, ajinamoto, roiko","1
    



Panaskan air hingga mendidih. | 2
    



Kemudian masukkan ayam yg telah di lumuri garam terlebih dahulu. | 3
    



Masukkan bumbu halus, jahe, kunyit,lengkuas, daun jeruk, salam. Beri garam, dan penyedap rasa sesuai selera. | 4
    



Suir ayam yg telah matang. Hidangkan bersama soun yg telah di rendam air hangat,sayur, jeruk nipis,"
Clean Eating Aini'Cooking #13,https://cookpad.com/id/resep/23981706-clean-eating-ainicooking-13,1 butir telur; 1 siung bawang putih cincang; 2 siung bawang merah cincang; 2 buat cabai potong tipis; Secukupnya garam; Secukupnya lada bubuk; Secukupnya brokoli,"1
    



Cuci bersih brikoli, lalu rebus 5 menit kemudian angkat lalu tiriskan. | 2
    



Masukkan bawang merah bawang putih cabai garam lada dan telur dalam satu wadah kemudian kocok lepas. | 3
    



Siapkan teflon anti lengket. | 4
    



Goreng telur hingga matang. | 5
    



Sajikan. Tambahkan dressing wijen sangrai juga (opsional)"
Diet/ clean foodKrengsengan Daging sapi,https://cookpad.com/id/resep/9735899-diet-clean-foodkrengsengan-daging-sapi,1/4 daging sapi; Bumbu utuh; 2 lembar daun jeruk; 2 lembar daun salam; 1 ruas jahe; 10 cabe kecil iris (boleh skip); Bumbu halus; 2 siung bawang putih; 4 siung bawang merah; 1 ruas kunyit; Pelengkap; Penyedap rasa sapi; Gula; Garam; 1 sdm kecap,"1
    



Potong kecil2 daging sapi, cuci bersih lalu dimasak sampai empuk | 2
    



Siapkan bumbu halus tumis sampai agak kering, tambahkan air dan bumbu utuh, masak sampai harum. | 3
    



Setelah daging empuk, masukan daging tambahkan air masak sampai bumbu meresap, lalu tambakan penyedap, gula, garam, kecap, koreksi rasa | 4
    



Siap dihidangkan"
Clean Eating - Fresh Salad with Sesame Dressing,https://cookpad.com/id/resep/7063265-clean-eating-fresh-salad-with-sesame-dressing,"Salad :; Iceberg lettuce; Selada romaine; Tomat cherry; 1 bh Jagung manis; Dressing; 2-3 sdm wijen putih, sangrai hingga harum dan agak kecoklatan; 2 sdm rice vinegar (cuka sushi); 1 sdm kecap asin; 2 sdt gula kelapa / gula aren; 1 sdt minyak wijen","1
    



Pipil jagung. Rebus sebentar. Tiriskan. | 2
    



Cuci bersih semua sayuran. Potong - potong sesuai selera. Tata di piring. | 3
    



Dressing : blender / tumbuk biji wijen hingga halus. Sisihkan. | 4
    



Dalam mangkuk : campur cuka beras, gula, dan kecap asin hingga rata. Icip hingga rasa pas. Masukkan minyak wijen dan wijen tumbuk. Aduk rata. | 5
    



Tuangkan dressing di atas salad. Sajikan. | 6
    



Dressing ini tahan disimpan di kulkas selama kira - kira 3 minggu."
Sop Wortel Eating Clean,https://cookpad.com/id/resep/11658864-sop-wortel-eating-clean,1 bh wortel; 1 kuntum bunga kol; 1 bh tomat; Segenggam daun kelor; Seckpnya udang; Seckpnya merica butiran; Seckpnya garam krosok; 1 btg daun bawang; Sedikit daun seledri,"1
    



Cuci bersih sayuran, lalu potong2. Bersihkan jg udangnya | 2
    



Didihkan air. Masukkan wortel dan bunga kol. Masak setengah matang | 3
    



Masukkan udang, dan daun kelor. Aduk. | 4
    



Matikan api. Masukkan tomat. Juga garam dan merica yg telah di haluskan. Taburi daun bawang dan seledri saat di hidangkan."
Diet/clean food Lodeh Ayam dan tempe,https://cookpad.com/id/resep/9629179-dietclean-food-lodeh-ayam-dan-tempe,1 dada ayam; 1 kotak tempe /200 gram; Bumbu halus; 5 siung bawang merah; 3 siung bawang putih; 1 ruas kunyit; 1 cabe besar; Bumbu cemplung; 10 cabe kecil (bisa skip untuk yg tdk suka pedas) iris tipis; 2 lembar daun jeruk; 2 lembar daun salam; 1 ruas lengkuas; Sejumput penyedap rasa; Sejumput gula,"1
    



Iris tipis bumbu halus agar mudah menghaluskannya | 2
    



Tumis bumbu halus, menggunakan teflon, beri sedikit air, masukan bumbu cemplung. Tumis sampai agak kering (karena sy tdk pernah pakai minyak goreng sedikitpun) | 3
    



Setelah bumbu harum, masukkan ayam dan tempe, tambahkan air secukupnya | 4
    



Setelah mendidih, meletup2 tambahkan penyedap dan gula | 5
    



Siap dihidangkan"
Potato Wedges & Scramble Egg (Eat Clean),https://cookpad.com/id/resep/15081127-potato-wedges-scramble-egg-eat-clean,1 buah kentang ukuran sedang; 2 buah tomat cherry; 1 butir telur; 1 lembar roti gandum; 1 sdt Unsalted Butter,"1
    



Cuci bersih kentang, potong kentang tanpa dihilangkan kulitnya. Lalu marinade dengan menggunakan Olive Oil dan Oregano. | 2
    



Panggang Potato Wedges dengan api kecil sampai matang, jangan dibolak balik. Panggang juga roti dan tomat sampai matang. | 3
    



Untuk scramble egg, tumis UB lalu masukkan telur. Orak arik telur hingga matang. Lalu angkat."
Grilled Fillet Chicken With Rainbow Veggi (Menu Diet/Eat Clean),https://cookpad.com/id/resep/15458118-grilled-fillet-chicken-with-rainbow-veggi-menu-dieteat-clean,"500 gram ayam fillet (sy pake paha biar lebih juicy); 1/2 Kg sayuran frozen (saya pakai buncis, polong, wortel, jagung; 3 siung bawang putih; 1 sendok teh garam; secukupnya Merica","1
    



Potong ayam filet jadi 12 bagian, setelah itu haluskan bawang dengan garam dan merica | 2
    



Lumuri ayam dengan bumbu halus, diamkan minimal 15 menit | 3
    



Grill atau panggang atau oven atau kukus 2 potong ayam per 1x saji bersamaan dengan sayuran secukupnya (100gram/saji)
Biarkan hingga matang, kalo saya pake grilled pan ±8-10 menit juga matang, lalu hidangkan dengan nasi putih/sirataki/kentang yang di grill bersamaan
Notes:
Tidak perlu tambahan bumbu
Tidak perlu tambahan minyak"
Eat Clean #1,https://cookpad.com/id/resep/17142967-eat-clean-1,Segenggam jagung pipil; 3 lembar daun selada; 1/2 kentang; 1/2 tomat (buang bijinya); Brokoli; 1/2 sosis kanzler; Bahan Utama; Saos sambal; Saos mayo; Saos,"1
    



Rebus semua bahan utama | 2
    



Campurkan saos"
Clean Eating Aini'Cooking #34,https://cookpad.com/id/resep/24066107-clean-eating-ainicooking-34,2 buah tahu potong dadu; 1 dada ayam potong dadu; 1 bonggol pakcoy; 1 bawang putih; 1 bawang merah; 3 cabe rawit; Secukupnya saus tiram; Secukupnya kecap manis; Secukupnya garam; Secukupnya lada bubuk,"1
    



Siapkan semua bahan. | 2
    



Tumis tanpa minyak bawang merah bawang putih dan cabai, lalu masukkan ayam, aduk aduk hingga setengah matang dan berubah warna. | 3
    



Masukkan tahu, aduk rata. | 4
    



Tambahkan secukupnya air. | 5
    



Tambahkan saus tiram kecap garam dan lada bubuk. | 6
    



Masak beberapa saat hingga mendidih. Lalu masukkan pakcoy yang sudah dipotong sesuai selera. | 7
    



Masak hingga matang. | 8
    



Koreksi rasa. | 9
    



Sajikan."
Garlic Chicken Unsalted Butter (Eat Clean),https://cookpad.com/id/resep/4025442-garlic-chicken-unsalted-butter-eat-clean,Dada ayam fillet potong dadu; 2 siung bawang putih; secukupnya Bawang bombay cincang; Unsalted butter; Lada bubuk,"1
    



Lelehkan unsalted butter secukupnya | 2
    



Tumis bawang putih dan bawang bombay | 3
    



Masukkan daging ayam dan oseng terus hingga matang | 4
    



Tambahkan lada bubuk. Campur merata | 5
    



Garlic Chicken Unsalted Butter siap dinikmati"
Tumis Bayam (eat clean),https://cookpad.com/id/resep/3273892-tumis-bayam-eat-clean,1 ikat sayur bayam; 1 cup jagung manis; 4 siung bawang putih; secukupnya Lada; secukupnya Garam; Minyak zaitun untuk menumis,"1
    



Tumis bawang putih yang telah dihaluskan dengan 4 sendok makan minyak zaitun sampai harum. | 2
    



Tambahkan jagung manis tumis hingga empuk, kemudian tambahkan bayam. Tumis hingga bayam matang kemudian tambahkan lada dan garam secukupnya sesuai selera. | 3
    



Bayam tumis dapat disajikan dengan lauk lainnya seperti ayam panggang keju dan kentang goreng 😁 Happy cooking.."
Sup Tomat Kol Tofu Telur (Eat Clean),https://cookpad.com/id/resep/4025083-sup-tomat-kol-tofu-telur-eat-clean,2 siung bawang putih; 1 bungkus tahu telur (tofu); 8 lmbr kol; 2 buah tomat; 500 ml Air kaldu ayam; 1 ruas daun bawang; 1 ruas seledri; 1 sdt garam; 1/2 sdt gula; 1/2 sdt lada bubuk,"1
    



Cincang halus bawang putih kemudian tumis hingga harum | 2
    



Tambahkan air kaldu, gula, garam dan lada bubuk | 3
    



Aduk rata kemudian masukkan kol yang sudah dipotong sesuai selera | 4
    



Potong tofu membulat dengan ukuran sesuai selera kemudian masukkan pada kuah kaldu | 5
    



Potong- potong tomat. Masukkan ke dalam kuah kaldu | 6
    



Tambahkan irisan daun bawang dan seledri | 7
    



Tunggu hingga mendidih | 8
    



Sup Tomat Kol Tahu Telur siap dinikmati"
Sup Udang Tahu (Eat Clean Series),https://cookpad.com/id/resep/1552116-sup-udang-tahu-eat-clean-series,"250 gr Udang ukuran sedang; 5 buah tahu putih, potong potong; 200 gr brokoli; 1 buah tomat; 3 siung bawang putih; 4 siung bawang merah; 1 ruas jari jahe, geprek; 0,5 buah bawang bombay (opsional); secukupnya garam, merica, kaldu jamur; 1 buah jeruk lemon/nipis; 3 buah cabe rawit pedas; 500 ml air; minyak zaitun untuk menumis","1
    



Rendam udang menggunakan air jeruk nipis/lemon sekitar 15 menit kemudian cuci dan bilas | 2
    



Kupas kulit dan kepala udang(jangan dibuang, karena untuk membuat kaldu seafood), dan pisahkan dari dagingnya | 3
    



Cuci dan potong brokoli, tomat, cincang halus bawang putih, merah | 4
    



Buat kaldu seafood : tumis kulit udang dan kepala udang​ hingga berwarna kemerahan dan harum, kemudian masukkan air, masak hingga mendidih, setelah mendidih saring untuk mendapatkan kuah kaldu yang jernih | 5
    



Masak lagi kaldu di atas api sedang, masukkan bawang putih, bawang merah dan bawang bombay. Beri garam, merica dan kaldu bubuk | 6
    



Masukkan udang, tahu dan jahe yg telah digeprek. Koreksi rasa tambahkan bumbu jika dirasa kurang | 7
    



Terakhir masukan brokoli dan tomat. Tidak perlu lama lama agar sayur tidak overcooked. Matikan api, sajikan selagi hangat"
Snow fungus Cold dessert (Tong sui) - LS,https://cookpad.com/id/resep/11026399-snow-fungus-cold-dessert-tong-sui-ls,"White fungus (bokni); Red dates; Gojiberry; Dried longan; Optional (Gingko nut); Peach Gum (Soak in water for 1 hour, clean out impurites); Rock sugar; Pandan Leaves (Optional)","1
    



Soak the snow fungus in clean warm water until they are soft. The time really depends on how big the snow fungus is. It took me about 10 minutes to soften this one. | 2
    



Once it is soft, trim off the tough yellowish part at the bottom of the snow fungus with kitchen shears and cut into smaller pieces. They are ready to be used now | 3
    



Place the prepared snow fungus, red dates,dried longan, gingko nut, pandan leaves and water in a slow cooker | 4
    



Cook with Slow cooker high heat for 4 hours or low heat for 8 hours. | 5
    



After everything cook. Add peach gum and rock sugar. stir until sugar melt. Have a taste until you are happy with the level of sweetness | 6
    



Add goji berries last
Overcooked goji berries will make your soup tastes sour. Only add goji berries in the end as they only need 5 minutes or less to cook | 7
    



Turn off the heat and they can be served warm or chilled"
Orak Arik Buncis Jamur Pedas (eat clean),https://cookpad.com/id/resep/10681236-orak-arik-buncis-jamur-pedas-eat-clean,10 bh buncis potong miring; 3 lb jamur merang rendam di air hangat agar merekah; 1 sdm kornet sapi (optional); 1 butir telur kocok lepas; 1/2 bh bawang bombay iris; 3 siung bawang putih; 1 sdt merica bubuk; 2 bh cabai merah potong (kalau lbh pedas bs tambah bubuk cabe); secukupnya garam; secukupnya kaldu jamur; minyak goreng untuk menumis (me sun flower oil),"1
    



Cuci bersih dan siapkan semua bahan | 2
    



Panaskan wok, tuangkan minyak bunga matahari lalu tumis bawang bombay dan bawang putih sampai agak layu dan tercium wanginya baru masukkan cabe | 3
    



Masukkan cornet.. lalu jamur nya.. sreng osreng.. baru masukkan potongan buncisnya ya... | 4
    



Beri garam dan kaldu jamur lalu tambahkan 5 sdm air putih supaya buncis matang tapi tetep chrunchy.. setelah matang baru campur kocokan telur, aduk rata sampai sedikit kering | 5
    



Tes rasa.. siap deh dihidangkan.. super simple bukan... jangan lupa tambah nasi hangatnya :) happy cooking bunda.... :)"
